Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"80,9","80,4","78,5","77,5","80,9",,,,"80,9","77,5","3,4"


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,93,93,93,93,92,92,,,93,92,1
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"77,7","76,1","76,9","77,3","77,3",,,,"77,7","76,1","1,6"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"76,5","77,6","76,5","76,1","76,9",,,,"77,6","76,1","1,5"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"77,1","77,4","76,9","76,9","76,9",,,,"77,4","76,9","0,5"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"76,6",77,"76,6","76,7","76,5",,,,77,"76,5","0,5"


УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"74,9","74,5","74,5","74,5","74,5",,,,"74,9","74,5","0,4"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"74,9","74,5","74,5","74,9","74,6",,,,"74,9","74,5","0,4"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"75,7","75,7","75,3","75,7","75,7",,,,"75,7","75,3","0,4"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"76,1","76,5","76,5","76,5","76,1",,,,"76,5","76,1","0,4"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"74,9","74,9","74,9","74,9","74,9",,,,"74,9","74,9",0
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"75,8","75,4","75,8","75,4","75,4",,,,"75,8","75,4","0,4"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,90,90,89,91,91,90,,,91,89,2


УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,83,83,83,,,,,,83,83,0
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,83,83,83,,,,,,83,83,0
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,"71,1","71,6","71,2","71,6","70,5",,,,"71,6","70,5","1,1"
УЗЕ Салгани БЕСС,PCS-2.2,✓ OK,"69,6","70,3","70,5",74,74,,,,74,"69,6","4,4"
УЗЕ Салгани БЕСС,PCS-3.1,✓ OK,82,83,82,,,,,,83,82,1
УЗЕ Салгани БЕСС,PCS-3.2,✓ OK,81,81,83,,,,,,83,81,2


УЗЕ Смолінська БЕСС,PCS-1.1,✓ OK,"78,7","78,9","78,3","78,8","78,9",,,,"78,9","78,3","0,6"
УЗЕ Смолінська БЕСС,PCS-1.2,✓ OK,"79,2","79,7","79,9",79,"78,9",,,,"79,9","78,9",1
УЗЕ Смолінська БЕСС,PCS-2.1,✓ OK,"79,4",80,79,"78,8","79,6",,,,80,"78,8","1,2"
УЗЕ Смолінська БЕСС,PCS-2.2,✓ OK,"79,6","79,7","79,9","79,9",80,,,,80,"79,6","0,4"
УЗЕ Смолінська БЕСС,PCS-3.1,✓ OK,"78,7","78,6","76,6","78,8","78,3",,,,"78,8","76,6","2,2"
УЗЕ Смолінська БЕСС,PCS-3.2,✓ OK,"79,1","78,9","79,3","79,4","79,2",,,,"79,4","78,9","0,5"
УЗЕ Смолінська БЕСС,PCS-4.1,✓ OK,"78,5","78,1","78,5","78,3","78,6",,,,"78,6","78,1","0,5"
УЗЕ Смолінська БЕСС,PCS-4.2,✓ OK,"79,6","80,1",80,"78,6","79,5",,,,"80,1","78,6","1,5"
УЗЕ Смолінська БЕСС,PCS-5.1,✓ OK,89,90,91,90,93,92,,,93,89,4
