Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"88,7","86,4","89,1","89,2","88,3",,,,"89,2","86,4","2,8"
УЗЕ Бар БЕСС,1.2,✓ OK,"86,8","84,8","86,2","88,7","89,3",,,,"89,3","84,8","4,5"
УЗЕ Бар БЕСС,2.1,✓ OK,"87,3",86,"86,9","89,6",85,,,,"89,6",85,"4,6"
УЗЕ Бар БЕСС,2.2,✓ OK,"90,6",89,"88,5","85,3","89,8",,,,"90,6","85,3","5,3"
УЗЕ Бар БЕСС,3.1,✓ OK,"86,9","86,4","88,6","86,4","89,9",,,,"89,9","86,4","3,5"
УЗЕ Бар БЕСС,3.2,✓ OK,"88,7","87,7","88,1",89,89,,,,89,"87,7","1,3"
УЗЕ Бар БЕСС,4.1,✓ OK,"88,7","90,3","85,2","87,1","89,1",,,,"90,3","85,2","5,1"
УЗЕ Бар БЕСС,4.2,✓ OK,"85,8","87,7","84,9","89,3","89,5",,,,"89,5","84,9","4,6"
УЗЕ Бар БЕСС,5.1,✓ OK,"89,9","90,1","85,3","88,6","87,9",,,,"90,1","85,3","4,8"
УЗЕ Бар БЕСС,5.2,✓ OK,"85,1","86,7","87,6","95,6",85,,,,"95,6",85,"10,6"
УЗЕ Бар БЕСС,6.1,✓ OK,"87,2","85,8","89,7","89,3","88,1",,,,"89,7","85,8","3,9"
УЗЕ Бар БЕСС,6.2,✓ OK,"86,7","88,4","86,2","88,8","89,3",,,,"89,3","86,2","3,1"
УЗЕ Бар БЕСС,7.1,✓ OK,"87,7","88,7",90,"87,8",87,,,,90,87,3
УЗЕ Бар БЕСС,7.2,✓ OK,"89,7","89,8","89,7",88,"85,9",,,,"89,8","85,9","3,9"
УЗЕ Бар БЕСС,8.1,✓ OK,"85,8",87,"86,9","89,7","85,7",,,,"89,7","85,7",4
УЗЕ Бар БЕСС,8.2,✓ OK,"87,5","87,9","88,8","88,3","82,7",,,,"88,8","82,7","6,1"
УЗЕ Бар БЕСС,9.1,✓ OK,"83,5","88,7",87,"88,3","87,1",,,,"88,7","83,5","5,2"
УЗЕ Бар БЕСС,9.2,✓ OK,"88,9","89,2","89,3","90,1","87,2",,,,"90,1","87,2","2,9"
УЗЕ Бар БЕСС,10.1,✓ OK,27,26,27,,,,,,27,26,1
УЗЕ Бар БЕСС,10.2,✓ OK,27,26,26,,,,,,27,26,1
УЗЕ Бар БЕСС,11.1,✓ OK,27,27,27,,,,,,27,27,0
УЗЕ Бар БЕСС,11.2,✓ OK,27,27,27,,,,,,27,27,0
УЗЕ Бар БЕСС,12.1,✓ OK,27,26,26,,,,,,27,26,1
УЗЕ Бар БЕСС,12.2,✓ OK,26,27,26,,,,,,27,26,1
УЗЕ Бар БЕСС,13.1,✓ OK,27,27,27,,,,,,27,27,0
УЗЕ Бар БЕСС,13.2,✓ OK,27,27,27,,,,,,27,27,0


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"85,2","88,2",86,"84,8","85,4",,,,"88,2","84,8","3,4"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"84,4","87,7",82,"84,2","84,1",,,,"87,7",82,"5,7"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"84,9","82,6","84,2","85,9","84,6",,,,"85,9","82,6","3,3"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"87,4","84,9","87,5",84,"84,9",,,,"87,5",84,"3,5"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"89,8",87,"81,9","84,8","81,9",,,,"89,8","81,9","7,9"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"87,7","83,6","85,9","86,4","86,6",,,,"87,7","83,6","4,1"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"91,4","89,3","90,7",91,"88,1",,,,"91,4","88,1","3,3"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"89,7","87,9","91,5","90,8","90,9",,,,"91,5","87,9","3,6"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"90,6","89,4","91,8","89,7","90,5",,,,"91,8","89,4","2,4"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"89,9","90,3","89,4","89,6","90,6",,,,"90,6","89,4","1,2"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,91,"89,6","89,2","92,7",89,,,,"92,7",89,"3,7"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"89,3","88,8","88,3","87,3","89,3",,,,"89,3","87,3",2


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,97,97,,,,,,97,97,0
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,92,92,89,88,88,84,,,92,84,8
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,97,97,,,,,,97,97,0
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,96,96,,,,,,96,96,0
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,54,96,20,,,,,,96,20,76
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,94,92,,,,,,94,92,2
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,100,66,66,,,,,,66,66,0
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,100,67,66,,,,,,67,66,1
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,100,66,67,,,,,,67,66,1
УЗЕ Зорянська БЕСС,2. УЗЕ-8,✓ OK,99,38,62,,,,,,62,38,24


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,94,94,93,92,94,92,,,94,92,2
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"85,8","79,9",83,"84,9","84,5",,,,"85,8","79,9","5,9"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"82,8","87,2","82,8","80,7","82,8",,,,"87,2","80,7","6,5"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"84,1","87,3","84,2","81,7","84,4",,,,"87,3","81,7","5,6"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"84,2","84,5","84,7","85,3",83,,,,"85,3",83,"2,3"


УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"82,4","81,7","82,2","81,5","83,2",,,,"83,2","81,5","1,7"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"82,6","82,1","81,1","83,9",80,,,,"83,9",80,"3,9"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"82,9",82,"78,8","81,5","82,5",,,,"82,9","78,8","4,1"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"79,9","82,9","84,2","84,4","81,6",,,,"84,4","79,9","4,5"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"84,1","82,7","81,7","81,9","81,5",,,,"84,1","81,5","2,6"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"84,2","81,1","85,1",82,83,,,,"85,1","81,1",4
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,92,92,90,95,93,91,,,95,90,5


УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,88,88,89,,,,,,89,88,1
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,88,89,89,,,,,,89,88,1
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,85,87,"85,2","90,7","83,4",,,,"90,7","83,4","7,3"
УЗЕ Салгани БЕСС,PCS-2.2,✓ OK,"82,5","83,6","83,7","92,9","93,2",,,,"93,2","82,5","10,7"
УЗЕ Салгани БЕСС,PCS-3.1,✓ OK,88,89,88,,,,,,89,88,1
УЗЕ Салгани БЕСС,PCS-3.2,✓ OK,88,86,88,,,,,,88,86,2


УЗЕ Смолінська БЕСС,PCS-1.1,✓ OK,"93,7","93,7","93,7","93,7","94,1",,,,"94,1","93,7","0,4"
УЗЕ Смолінська БЕСС,PCS-1.2,✓ OK,94,"93,6","93,6",94,"93,6",,,,94,"93,6","0,4"
УЗЕ Смолінська БЕСС,PCS-2.1,✓ OK,"94,1","94,1","93,7","93,7","93,7",,,,"94,1","93,7","0,4"
УЗЕ Смолінська БЕСС,PCS-2.2,✓ OK,"93,7","94,1","93,7","93,7","94,1",,,,"94,1","93,7","0,4"
УЗЕ Смолінська БЕСС,PCS-3.1,✓ OK,"93,4","93,4","93,7","93,5","93,4",,,,"93,7","93,4","0,3"
УЗЕ Смолінська БЕСС,PCS-3.2,✓ OK,"93,7","93,7","93,7","93,7","94,1",,,,"94,1","93,7","0,4"
УЗЕ Смолінська БЕСС,PCS-4.1,✓ OK,"94,1","94,1","94,1","94,1","94,1",,,,"94,1","94,1",0
УЗЕ Смолінська БЕСС,PCS-4.2,✓ OK,"93,3","93,7","93,3","93,7","93,7",,,,"93,7","93,3","0,4"
УЗЕ Смолінська БЕСС,PCS-5.1,✓ OK,95,96,94,96,99,95,,,99,94,5
