Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,65,66,63,63,64,60,,,66,60,6
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,58,45,,,,,,58,45,13
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,46,59,,,,,,59,46,13
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,99,38,14,,,,,,38,14,24
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,36,37,,,,,,37,36,1
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,100,50,50,,,,,,50,50,0
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,100,51,50,,,,,,51,50,1
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,100,50,50,,,,,,50,50,0
УЗЕ Зорянська БЕСС,2. УЗЕ-8,✓ OK,99,38,50,,,,,,50,38,12


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,90,90,90,90,90,90,,,90,90,0
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"78,4","76,9","77,3","77,7",78,,,,"78,4","76,9","1,5"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"75,8","79,8","75,9","72,9","75,8",,,,"79,8","72,9","6,9"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,78,"80,4","77,7","74,5","78,2",,,,"80,4","74,5","5,9"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"77,6","77,6","77,8","78,8",76,,,,"78,8",76,"2,8"


УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"70,7","70,5","70,9","70,5","70,9",,,,"70,9","70,5","0,4"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"72,3","71,8","70,6","74,1","69,1",,,,"74,1","69,1",5
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,73,72,"68,2","70,8","72,5",,,,73,"68,2","4,8"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"69,3","72,5","74,4","74,8","71,6",,,,"74,8","69,3","5,5"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"74,1","72,5","71,4","71,6","71,3",,,,"74,1","71,3","2,8"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"74,3","70,1","75,5","71,4","72,4",,,,"75,5","70,1","5,4"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,88,86,90,90,86,87,,,90,86,4


УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,84,83,84,,,,,,84,83,1
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,84,83,83,,,,,,84,83,1
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,69,"71,6","69,5",76,"67,4",,,,76,"67,4","8,6"
УЗЕ Салгани БЕСС,PCS-2.2,✓ OK,"65,7","67,1","67,2","77,1","77,8",,,,"77,8","65,7","12,1"
УЗЕ Салгани БЕСС,PCS-3.1,✓ OK,82,83,83,,,,,,83,82,1
УЗЕ Салгани БЕСС,PCS-3.2,✓ OK,83,83,83,,,,,,83,83,0


УЗЕ Смолінська БЕСС,PCS-1.1,✓ OK,"76,8","77,4",77,"77,3","77,1",,,,"77,4","76,8","0,6"
УЗЕ Смолінська БЕСС,PCS-1.2,✓ OK,"77,6","77,6","78,1","77,1","77,1",,,,"78,1","77,1",1
УЗЕ Смолінська БЕСС,PCS-2.1,✓ OK,"78,3","78,7","77,1","77,3","77,4",,,,"78,7","77,1","1,6"
УЗЕ Смолінська БЕСС,PCS-2.2,✓ OK,78,"77,8","77,9","78,7","78,9",,,,"78,9","77,8","1,1"
УЗЕ Смолінська БЕСС,PCS-3.1,✓ OK,"77,7","77,5","75,1","77,8","77,3",,,,"77,8","75,1","2,7"
УЗЕ Смолінська БЕСС,PCS-3.2,✓ OK,"77,4","76,8","77,6","77,9",77,,,,"77,9","76,8","1,1"
УЗЕ Смолінська БЕСС,PCS-4.1,✓ OK,"77,7","76,6","77,3","76,9","77,4",,,,"77,7","76,6","1,1"
УЗЕ Смолінська БЕСС,PCS-4.2,✓ OK,"77,3","78,4",78,"76,8",78,,,,"78,4","76,8","1,6"
УЗЕ Смолінська БЕСС,PCS-5.1,✓ OK,89,90,88,90,92,90,,,92,88,4
