Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"72,7","70,7","73,1","72,7",72,,,,"73,1","70,7","2,4"
УЗЕ Бар БЕСС,1.2,✓ OK,"70,6",69,"70,1","71,9","72,7",,,,"72,7",69,"3,7"
УЗЕ Бар БЕСС,2.1,✓ OK,71,"70,2",71,73,"69,4",,,,73,"69,4","3,6"
УЗЕ Бар БЕСС,2.2,✓ OK,"73,5","72,2",72,"69,8","73,3",,,,"73,5","69,8","3,7"
УЗЕ Бар БЕСС,3.1,✓ OK,"70,7","70,4",72,"70,5","73,5",,,,"73,5","70,4","3,1"
УЗЕ Бар БЕСС,3.2,✓ OK,"72,6","71,9",72,"72,4","72,6",,,,"72,6","71,9","0,7"
УЗЕ Бар БЕСС,4.1,✓ OK,"72,6","73,8","70,2","71,5","73,2",,,,"73,8","70,2","3,6"
УЗЕ Бар БЕСС,4.2,✓ OK,"70,2","71,6","69,4",73,"72,6",,,,73,"69,4","3,6"
УЗЕ Бар БЕСС,5.1,✓ OK,"73,2","73,7","70,1","72,2","71,7",,,,"73,7","70,1","3,6"
УЗЕ Бар БЕСС,5.2,✓ OK,"69,2","70,8","71,6","76,3","69,6",,,,"76,3","69,2","7,1"
УЗЕ Бар БЕСС,6.1,✓ OK,"71,9","70,1","72,9","72,5","71,7",,,,"72,9","70,1","2,8"
УЗЕ Бар БЕСС,6.2,✓ OK,"70,9",72,"70,7","72,1","72,7",,,,"72,7","70,7",2
УЗЕ Бар БЕСС,7.1,✓ OK,"71,6","72,3","73,1","71,9","71,2",,,,"73,1","71,2","1,9"
УЗЕ Бар БЕСС,7.2,✓ OK,73,73,"72,8","71,8",71,,,,73,71,2
УЗЕ Бар БЕСС,8.1,✓ OK,"69,8","70,4","70,7","72,3","69,4",,,,"72,3","69,4","2,9"
УЗЕ Бар БЕСС,8.2,✓ OK,"71,9","72,1","72,3","72,3","68,3",,,,"72,3","68,3",4
УЗЕ Бар БЕСС,9.1,✓ OK,"68,1","72,1","70,8","71,8","71,1",,,,"72,1","68,1",4
УЗЕ Бар БЕСС,9.2,✓ OK,"71,9","72,4","72,3","73,4","71,9",,,,"73,4","71,9","1,5"
УЗЕ Бар БЕСС,10.1,✓ OK,33,33,34,,,,,,34,33,1
УЗЕ Бар БЕСС,10.2,✓ OK,33,33,33,,,,,,33,33,0
УЗЕ Бар БЕСС,11.1,✓ OK,32,33,34,,,,,,34,32,2
УЗЕ Бар БЕСС,11.2,✓ OK,33,33,33,,,,,,33,33,0
УЗЕ Бар БЕСС,12.1,✓ OK,33,33,33,,,,,,33,33,0
УЗЕ Бар БЕСС,12.2,✓ OK,33,33,33,,,,,,33,33,0
