Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"62,9","60,6","63,3","62,9","62,5",,,,"63,3","60,6","2,7"
УЗЕ Бар БЕСС,1.2,✓ OK,"61,4","59,3","60,4","62,9","63,9",,,,"63,9","59,3","4,6"
УЗЕ Бар БЕСС,2.1,✓ OK,"61,7","60,4","61,7","64,1","59,8",,,,"64,1","59,8","4,3"
УЗЕ Бар БЕСС,2.2,✓ OK,66,"64,8","64,3","61,5",66,,,,66,"61,5","4,5"
УЗЕ Бар БЕСС,3.1,✓ OK,"61,7","61,2","64,2","61,3","65,8",,,,"65,8","61,2","4,6"
УЗЕ Бар БЕСС,3.2,✓ OK,"64,3","62,5","62,5","63,4","63,4",,,,"64,3","62,5","1,8"
УЗЕ Бар БЕСС,4.1,✓ OK,"63,4","64,5","60,4","62,2","64,2",,,,"64,5","60,4","4,1"
УЗЕ Бар БЕСС,4.2,✓ OK,"60,8","62,3","59,9","64,3","63,7",,,,"64,3","59,9","4,4"
УЗЕ Бар БЕСС,5.1,✓ OK,"64,6","65,2","60,9","63,7","63,1",,,,"65,2","60,9","4,3"
УЗЕ Бар БЕСС,5.2,✓ OK,"61,5","62,7","63,9","70,7",61,,,,"70,7",61,"9,7"
УЗЕ Бар БЕСС,6.1,✓ OK,"63,6","60,6","64,4",64,"63,2",,,,"64,4","60,6","3,8"
УЗЕ Бар БЕСС,6.2,✓ OK,"62,3","63,6","62,5",64,"63,9",,,,64,"62,3","1,7"
УЗЕ Бар БЕСС,7.1,✓ OK,"62,7","63,8","64,6","62,9","62,5",,,,"64,6","62,5","2,1"
УЗЕ Бар БЕСС,7.2,✓ OK,64,"63,6","63,6","61,9","60,5",,,,64,"60,5","3,5"
УЗЕ Бар БЕСС,8.1,✓ OK,"61,4","62,6","62,1","64,9","61,3",,,,"64,9","61,3","3,6"
УЗЕ Бар БЕСС,8.2,✓ OK,63,"63,4","64,4","63,9","58,7",,,,"64,4","58,7","5,7"
УЗЕ Бар БЕСС,9.1,✓ OK,"58,1","63,4",62,"63,3","62,5",,,,"63,4","58,1","5,3"
УЗЕ Бар БЕСС,9.2,✓ OK,"63,6","63,9",64,"64,8","61,7",,,,"64,8","61,7","3,1"
УЗЕ Бар БЕСС,10.1,✓ OK,39,37,38,,,,,,39,37,2
УЗЕ Бар БЕСС,10.2,✓ OK,38,37,38,,,,,,38,37,1
УЗЕ Бар БЕСС,11.1,✓ OK,36,36,38,,,,,,38,36,2
УЗЕ Бар БЕСС,11.2,✓ OK,37,37,37,,,,,,37,37,0
УЗЕ Бар БЕСС,12.1,✓ OK,38,37,37,,,,,,38,37,1
УЗЕ Бар БЕСС,12.2,✓ OK,37,37,37,,,,,,37,37,0
УЗЕ Бар БЕСС,13.1,✓ OK,38,38,36,,,,,,38,36,2
УЗЕ Бар БЕСС,13.2,✓ OK,38,37,37,,,,,,38,37,1


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,61,"63,7","61,8","60,7","61,4",,,,"63,7","60,7",3
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"59,9",63,"57,3","59,4","59,6",,,,63,"57,3","5,7"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"60,5","58,2","59,9","61,2","60,6",,,,"61,2","58,2",3
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"63,4","60,8","63,1","59,9","60,9",,,,"63,4","59,9","3,5"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,67,"62,1","57,4","60,1","57,6",,,,67,"57,4","9,6"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"62,6","58,9","60,7","61,1","61,2",,,,"62,6","58,9","3,7"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"61,9","60,5","61,3","61,3","59,4",,,,"61,9","59,4","2,5"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"60,4","58,8",62,"61,3","61,6",,,,62,"58,8","3,2"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"60,1","58,8",61,"58,9",60,,,,61,"58,8","2,2"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"59,4","59,6","58,5","58,9","59,6",,,,"59,6","58,5","1,1"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"60,8","59,8","59,2","62,6","59,5",,,,"62,6","59,2","3,4"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"58,9","58,1","57,6","57,5","58,9",,,,"58,9","57,5","1,4"


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,99,37,37,,,,,,37,37,0
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,17,19,17,16,18,16,,,19,16,3
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,99,34,34,,,,,,34,34,0
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,35,34,,,,,,35,34,1
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,80,36,20,,,,,,36,20,16
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,99,41,40,,,,,,41,40,1
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,99,41,40,,,,,,41,40,1
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,99,40,41,,,,,,41,40,1
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,99,34,35,,,,,,35,34,1
УЗЕ Зорянська БЕСС,2. УЗЕ-8,✓ OK,93,38,41,,,,,,41,38,3


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,77,78,77,76,77,76,,,78,76,2
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,57,"51,5","54,2",56,"55,7",,,,57,"51,5","5,5"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"54,6","58,6","54,3","52,5","54,2",,,,"58,6","52,5","6,1"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"55,3",58,"55,3","52,9","55,5",,,,58,"52,9","5,1"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"55,3","55,2","55,4","56,1","54,1",,,,"56,1","54,1",2


УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"43,2","42,1",43,"42,8","44,5",,,,"44,5","42,1","2,4"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"44,4","43,2","42,2",45,"41,4",,,,45,"41,4","3,6"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"44,6","43,7","40,9","42,4","43,8",,,,"44,6","40,9","3,7"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"41,4","44,1",45,"45,5","43,5",,,,"45,5","41,4","4,1"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"44,9","43,8","42,9","43,1","42,7",,,,"44,9","42,7","2,2"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"44,9","41,8","45,9","42,4","42,9",,,,"45,9","41,8","4,1"
