Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"84,9","82,7","85,3",85,"84,2",,,,"85,3","82,7","2,6"
УЗЕ Бар БЕСС,1.2,✓ OK,"82,9","81,3","82,7","84,8","85,4",,,,"85,4","81,3","4,1"
УЗЕ Бар БЕСС,2.1,✓ OK,"83,4","82,2","83,5","85,4","81,6",,,,"85,4","81,6","3,8"
УЗЕ Бар БЕСС,2.2,✓ OK,"86,4","84,7","84,2","81,7","85,6",,,,"86,4","81,7","4,7"
УЗЕ Бар БЕСС,3.1,✓ OK,"82,5","82,4","84,7","82,1","85,6",,,,"85,6","82,1","3,5"
УЗЕ Бар БЕСС,3.2,✓ OK,"85,2","83,8","84,2","85,1","85,1",,,,"85,2","83,8","1,4"
УЗЕ Бар БЕСС,4.1,✓ OK,"84,8",86,"81,8","83,6","85,2",,,,86,"81,8","4,2"
УЗЕ Бар БЕСС,4.2,✓ OK,"83,1","84,6","82,2","86,2","86,4",,,,"86,4","82,2","4,2"
УЗЕ Бар БЕСС,5.1,✓ OK,"85,9","86,1","82,1","84,6","84,4",,,,"86,1","82,1",4
УЗЕ Бар БЕСС,5.2,✓ OK,"81,2",83,"83,9","90,7","81,4",,,,"90,7","81,2","9,5"
УЗЕ Бар БЕСС,6.1,✓ OK,"83,7","82,3","85,7","85,4","84,2",,,,"85,7","82,3","3,4"
УЗЕ Бар БЕСС,6.2,✓ OK,"82,8","84,1","82,6","84,9","85,4",,,,"85,4","82,6","2,8"
УЗЕ Бар БЕСС,7.1,✓ OK,"84,1","85,2","86,4","84,3","83,5",,,,"86,4","83,5","2,9"
УЗЕ Бар БЕСС,7.2,✓ OK,"85,5","85,5","85,4","83,7",82,,,,"85,5",82,"3,5"
УЗЕ Бар БЕСС,8.1,✓ OK,82,"82,8","82,6","85,1","81,8",,,,"85,1","81,8","3,3"
УЗЕ Бар БЕСС,8.2,✓ OK,"83,5","83,6","84,1",84,"79,2",,,,"84,1","79,2","4,9"
УЗЕ Бар БЕСС,9.1,✓ OK,80,"84,5","83,2","84,4","83,2",,,,"84,5",80,"4,5"
УЗЕ Бар БЕСС,9.2,✓ OK,"84,2","84,5","84,6","85,8","82,9",,,,"85,8","82,9","2,9"
УЗЕ Бар БЕСС,10.1,✓ OK,52,51,52,,,,,,52,51,1
УЗЕ Бар БЕСС,10.2,✓ OK,51,51,51,,,,,,51,51,0
УЗЕ Бар БЕСС,11.1,✓ OK,50,51,52,,,,,,52,50,2
УЗЕ Бар БЕСС,11.2,✓ OK,51,51,51,,,,,,51,51,0
УЗЕ Бар БЕСС,12.1,✓ OK,50,51,51,,,,,,51,50,1
УЗЕ Бар БЕСС,12.2,✓ OK,51,51,51,,,,,,51,51,0
УЗЕ Бар БЕСС,13.1,✓ OK,53,53,52,,,,,,53,52,1
УЗЕ Бар БЕСС,13.2,✓ OK,52,52,51,,,,,,52,51,1


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"79,8","82,5","80,6","79,6","79,9",,,,"82,5","79,6","2,9"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"79,1","82,2",77,79,"78,8",,,,"82,2",77,"5,2"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,80,"77,7","79,4","80,7","79,3",,,,"80,7","77,7",3
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"81,9","79,6",82,"78,7","79,3",,,,82,"78,7","3,3"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"84,9","81,6","77,4","79,7","76,8",,,,"84,9","76,8","8,1"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"80,5","76,8","78,6","79,4","79,5",,,,"80,5","76,8","3,7"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"82,3","80,5","81,7","82,2","80,1",,,,"82,3","80,1","2,2"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"81,2","79,6","82,4","81,8",82,,,,"82,4","79,6","2,8"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"81,2","80,3","82,1","80,5","81,1",,,,"82,1","80,3","1,8"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"80,2","80,8","80,2","80,1","80,8",,,,"80,8","80,1","0,7"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"81,9","80,9","80,7","83,3","80,2",,,,"83,3","80,2","3,1"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"80,4","79,7","79,5",79,"80,4",,,,"80,4",79,"1,4"


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,48,47,,,,,,48,47,1
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,30,31,30,28,30,28,,,31,28,3
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,55,52,,,,,,55,52,3
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,47,48,,,,,,48,47,1
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,97,52,20,,,,,,52,20,32
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,23,23,,,,,,23,23,0
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,100,49,49,,,,,,49,49,0
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,100,51,49,,,,,,51,49,2
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,100,48,53,,,,,,53,48,5
