Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"88,8","87,8","88,9","88,8","88,4",,,,"88,9","87,8","1,1"
УЗЕ Бар БЕСС,1.2,✓ OK,"86,7","85,6","86,4","87,6","87,8",,,,"87,8","85,6","2,2"
УЗЕ Бар БЕСС,2.1,✓ OK,"87,1","86,9","87,2","88,4","86,1",,,,"88,4","86,1","2,3"
УЗЕ Бар БЕСС,2.2,✓ OK,89,"88,6","88,2","86,9","88,6",,,,89,"86,9","2,1"
УЗЕ Бар БЕСС,3.1,✓ OK,"86,8","86,8","87,3","86,3","87,6",,,,"87,6","86,3","1,3"
УЗЕ Бар БЕСС,3.2,✓ OK,"88,8","88,5","88,3",89,"88,7",,,,89,"88,3","0,7"
УЗЕ Бар БЕСС,4.1,✓ OK,"88,3",89,"87,2","87,8","88,5",,,,89,"87,2","1,8"
УЗЕ Бар БЕСС,4.2,✓ OK,"86,3","86,7","85,9","87,7","87,9",,,,"87,9","85,9",2
УЗЕ Бар БЕСС,5.1,✓ OK,"88,9","89,1","87,2","88,4",88,,,,"89,1","87,2","1,9"
УЗЕ Бар БЕСС,5.2,✓ OK,"87,1","87,5",88,"91,1","87,1",,,,"91,1","87,1",4
УЗЕ Бар БЕСС,6.1,✓ OK,"88,2","87,7","89,2","88,8","88,4",,,,"89,2","87,7","1,5"
УЗЕ Бар БЕСС,6.2,✓ OK,"86,4","87,2","86,3","87,6","87,8",,,,"87,8","86,3","1,5"
УЗЕ Бар БЕСС,7.1,✓ OK,88,"88,5","89,1","87,8","87,8",,,,"89,1","87,8","1,3"
УЗЕ Бар БЕСС,7.2,✓ OK,"89,1","88,9","89,1",88,"87,3",,,,"89,1","87,3","1,8"
УЗЕ Бар БЕСС,8.1,✓ OK,86,"86,6","86,4","87,5","85,6",,,,"87,5","85,6","1,9"
УЗЕ Бар БЕСС,8.2,✓ OK,"86,8","86,8","86,9","87,3","84,6",,,,"87,3","84,6","2,7"
