Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"89,2","87,7","89,4","88,8","87,8",,,,"89,4","87,7","1,7"
УЗЕ Бар БЕСС,1.2,✓ OK,"86,7","85,7","86,6","87,3","87,3",,,,"87,3","85,7","1,6"
УЗЕ Бар БЕСС,2.1,✓ OK,87,"86,7","86,5","87,7","85,7",,,,"87,7","85,7",2
УЗЕ Бар БЕСС,2.2,✓ OK,"88,3","88,3","87,8","86,7","88,4",,,,"88,4","86,7","1,7"
УЗЕ Бар БЕСС,3.1,✓ OK,"88,1","87,9","88,7","88,4",89,,,,89,"87,9","1,1"
УЗЕ Бар БЕСС,3.2,✓ OK,"88,8","87,1","88,3","89,5","89,9",,,,"89,9","87,1","2,8"
УЗЕ Бар БЕСС,4.1,✓ OK,"88,1","88,8","86,9","88,1","88,4",,,,"88,8","86,9","1,9"
УЗЕ Бар БЕСС,4.2,✓ OK,"87,3",88,"87,7","89,1","89,1",,,,"89,1","87,3","1,8"
УЗЕ Бар БЕСС,5.1,✓ OK,"89,1","89,5","88,2","88,4","88,5",,,,"89,5","88,2","1,3"
УЗЕ Бар БЕСС,5.2,✓ OK,"87,5","88,2","88,5","90,5",88,,,,"90,5","87,5",3
УЗЕ Бар БЕСС,6.1,✓ OK,"88,3",88,"89,6",89,88,,,,"89,6",88,"1,6"
УЗЕ Бар БЕСС,6.2,✓ OK,"87,2","87,6","86,7","87,2","87,3",,,,"87,6","86,7","0,9"
УЗЕ Бар БЕСС,7.1,✓ OK,"87,8","88,5",89,"88,6","87,7",,,,89,"87,7","1,3"
УЗЕ Бар БЕСС,7.2,✓ OK,"89,2","88,9","88,9","88,3","87,6",,,,"89,2","87,6","1,6"
УЗЕ Бар БЕСС,8.1,✓ OK,85,"86,6","87,1","90,9","84,4",,,,"90,9","84,4","6,5"
УЗЕ Бар БЕСС,8.2,✓ OK,"80,9","81,4","82,4","81,5","72,8",,,,"82,4","72,8","9,6"
УЗЕ Бар БЕСС,9.1,✓ OK,"80,8","90,5","86,7","89,6","87,1",,,,"90,5","80,8","9,7"
УЗЕ Бар БЕСС,9.2,✓ OK,"88,4",90,89,"91,5","86,1",,,,"91,5","86,1","5,4"
УЗЕ Бар БЕСС,10.1,✓ OK,84,84,86,,,,,,86,84,2
УЗЕ Бар БЕСС,10.2,✓ OK,82,82,83,,,,,,83,82,1
УЗЕ Бар БЕСС,11.1,✓ OK,81,83,84,,,,,,84,81,3
УЗЕ Бар БЕСС,11.2,✓ OK,83,83,82,,,,,,83,82,1
УЗЕ Бар БЕСС,12.1,✓ OK,84,84,83,,,,,,84,83,1
УЗЕ Бар БЕСС,12.2,✓ OK,84,84,83,,,,,,84,83,1
УЗЕ Бар БЕСС,13.1,✓ OK,83,83,83,,,,,,83,83,0
УЗЕ Бар БЕСС,13.2,✓ OK,86,85,84,,,,,,86,84,2


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"87,6",91,"88,3","87,4","87,4",,,,91,"87,4","3,6"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,87,"91,5","83,4","86,1","86,2",,,,"91,5","83,4","8,1"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"87,2","84,8","85,6","87,5","87,3",,,,"87,5","84,8","2,7"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"90,4","86,4","89,7","85,3","85,6",,,,"90,4","85,3","5,1"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"89,1","91,4","83,3","86,8","83,3",,,,"91,4","83,3","8,1"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"90,7",86,"87,5","88,4","89,2",,,,"90,7",86,"4,7"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"90,1","88,8","89,7","89,9",88,,,,"90,1",88,"2,1"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"90,1","88,8","91,3","90,7","91,4",,,,"91,4","88,8","2,6"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"90,4","89,9","91,9",90,91,,,,"91,9","89,9",2
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"89,4","89,3","88,4","89,1","89,5",,,,"89,5","88,4","1,1"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"90,4","89,1","88,6","91,4","88,7",,,,"91,4","88,6","2,8"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"89,6","89,2","88,1","87,3","89,5",,,,"89,6","87,3","2,3"


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,66,69,,,,,,69,66,3
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,75,76,73,77,77,74,,,77,73,4
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,100,72,,,,,,100,72,28
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,66,66,,,,,,66,66,0
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,100,59,62,,,,,,62,59,3
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,61,58,,,,,,61,58,3
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,100,59,58,,,,,,59,58,1
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,100,73,53,,,,,,73,53,20
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,100,60,60,,,,,,60,60,0
УЗЕ Зорянська БЕСС,2. УЗЕ-8,✓ OK,100,65,53,,,,,,65,53,12


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,95,95,95,94,91,94,,,95,91,4
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"86,1","82,4","84,2","85,8","85,2",,,,"86,1","82,4","3,7"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"84,4","86,8","84,1","82,8","85,1",,,,"86,8","82,8",4
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"84,9",86,"84,3","83,4","84,9",,,,86,"83,4","2,6"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"84,7","84,5","85,8","85,6",82,,,,"85,8",82,"3,8"


УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"84,7","83,5","84,2","82,7","84,4",,,,"84,7","82,7",2
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"84,7","84,5","83,3","87,2","80,5",,,,"87,2","80,5","6,7"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"86,3","84,1","80,6",83,"84,8",,,,"86,3","80,6","5,7"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"80,2","84,9","86,5",87,"82,3",,,,87,"80,2","6,8"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"86,8","84,6","83,4","82,6","83,7",,,,"86,8","82,6","4,2"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"86,6","81,5","88,2","82,9","83,3",,,,"88,2","81,5","6,7"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,93,92,92,97,92,92,,,97,92,5


УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,85,86,88,,,,,,88,85,3
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,87,88,87,,,,,,88,87,1
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,"75,6","78,9","76,4","82,6","75,5",,,,"82,6","75,5","7,1"
УЗЕ Салгани БЕСС,PCS-2.2,✓ OK,"73,9","75,3","75,1","82,2","82,7",,,,"82,7","73,9","8,8"
УЗЕ Салгани БЕСС,PCS-3.1,✓ OK,87,87,87,,,,,,87,87,0
УЗЕ Салгани БЕСС,PCS-3.2,✓ OK,87,86,87,,,,,,87,86,1


УЗЕ Смолінська БЕСС,PCS-1.1,✓ OK,"84,5","85,7","84,1","85,7","85,7",,,,"85,7","84,1","1,6"
