Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Зорянська БЕСС,УЗЕ-01,✓ OK,0.0,80.0,79.0,,,,,,80.0,79.0,1.0
УЗЕ Зорянська БЕСС,УЗЕ-02,✓ OK,100.0,69.0,70.0,,,,,,70.0,69.0,1.0
УЗЕ Зорянська БЕСС,УЗЕ-03,✓ OK,100.0,70.0,70.0,,,,,,70.0,70.0,0.0
УЗЕ Зорянська БЕСС,УЗЕ-04,✓ OK,100.0,73.0,70.0,,,,,,73.0,70.0,3.0
УЗЕ Зорянська БЕСС,УЗЕ-06,✓ OK,100.0,72.0,70.0,,,,,,72.0,70.0,2.0
УЗЕ Зорянська БЕСС,УЗЕ-07,✓ OK,100.0,100.0,75.0,,,,,,100.0,75.0,25.0
УЗЕ Зорянська БЕСС,УЗЕ-08,✓ OK,100.0,59.0,77.0,,,,,,77.0,59.0,18.0
УЗЕ Зорянська БЕСС,УЗЕ-09,✓ OK,100.0,70.0,69.0,,,,,,70.0,69.0,1.0
УЗЕ Зорянська БЕСС,УЗЕ-10,✓ OK,100.0,79.0,80.0,,,,,,80.0,79.0,1.0
УЗЕ Зорянська БЕСС,PCS-5,✓ OK,82.0,83.0,84.0,83.0,81.0,,,,84.0,81.0,3.0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
УЗЕ Бар БЕСС,PCS-1.1,✓ OK,90.5,88.4,90.8,89.8,89.2,,,,90.8,88.4,2.4
УЗЕ Бар БЕСС,PCS-2.1,✓ OK,89.6,89.3,89.0,91.0,88.2,,,,91.0,88.2,2.8
УЗЕ Бар БЕСС,PCS-2.2,✓ OK,90.1,90.1,89.6,87.7,90.4,,,,90.4,87.7,2.7
УЗЕ Бар БЕСС,PCS-1.2,✓ OK,89.6,89.6,89.9,90.0,90.3,,,,90.3,89.6,0.7
УЗЕ Бар БЕСС,PCS-3.1,✓ OK,88.6,88.9,89.8,89.6,90.3,,,,90.3,88.6,1.7
УЗЕ Бар БЕСС,PCS-3.2,✓ OK,90.0,88.1,89.5,90.8,91.3,,,,91.3,88.1,3.2
УЗЕ Бар БЕСС,PCS-4.1,✓ OK,90.0,90.9,87.6,90.0,90.3,,,,90.9,87.6,3.3
УЗЕ Бар БЕСС,PCS-4.2,✓ OK,88.3,89.7,88.4,90.5,90.8,,,,90.8,88.3,2.5
УЗЕ Бар БЕСС,PCS-5.1,✓ OK,90.8,90.7,89.1,89.9,89.4,,,,90.8,89.1,1.7
УЗЕ Бар БЕСС,PCS-5.2,✓ OK,88.6,88.6,89.6,93.0,88.2,,,,93.0,88.2,4.8
УЗЕ Бар БЕСС,PCS-6.1,✓ OK,88.7,89.1,91.0,90.1,89.0,,,,91.0,88.7,2.3
УЗЕ Бар БЕСС,PCS-6.2,✓ OK,89.8,90.3,89.0,89.8,90.3,,,,90.3,89.0,1.3
УЗЕ Бар БЕСС,PCS-7.1,✓ OK,89.3,89.9,90.5,90.3,88.7,,,,90.5,88.7,1.8
