Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"92,5","90,1","93,5","92,8",92,,,,"93,5","90,1","3,4"
УЗЕ Бар БЕСС,1.2,✓ OK,"90,9","88,4",90,"92,6","93,5",,,,"93,5","88,4","5,1"
УЗЕ Бар БЕСС,2.1,✓ OK,91,"89,8","91,1",94,"88,9",,,,94,"88,9","5,1"
УЗЕ Бар БЕСС,2.2,✓ OK,"94,4","92,7","92,3","89,5","93,9",,,,"94,4","89,5","4,9"
УЗЕ Бар БЕСС,3.1,✓ OK,"90,5","89,8","91,8","90,6","93,3",,,,"93,3","89,8","3,5"
УЗЕ Бар БЕСС,3.2,✓ OK,"92,2","91,6",92,"92,6",93,,,,93,"91,6","1,4"
УЗЕ Бар БЕСС,4.1,✓ OK,"92,7","94,2","89,2","91,1","93,7",,,,"94,2","89,2",5
УЗЕ Бар БЕСС,4.2,✓ OK,"89,4","91,5","88,6","93,1",93,,,,"93,1","88,6","4,5"
УЗЕ Бар БЕСС,5.1,✓ OK,"94,6","94,8","90,1","92,9","92,8",,,,"94,8","90,1","4,7"
УЗЕ Бар БЕСС,5.2,✓ OK,"89,2","91,3","92,1","95,9","89,4",,,,"95,9","89,2","6,7"
УЗЕ Бар БЕСС,6.1,✓ OK,91,"90,3","93,6","93,4","91,9",,,,"93,6","90,3","3,3"
УЗЕ Бар БЕСС,6.2,✓ OK,"90,8","92,3","90,2","92,5","93,5",,,,"93,5","90,2","3,3"
УЗЕ Бар БЕСС,7.1,✓ OK,"91,4","92,9","93,9","91,9","90,5",,,,"93,9","90,5","3,4"
УЗЕ Бар БЕСС,7.2,✓ OK,"93,2","93,4",93,"91,8","89,9",,,,"93,4","89,9","3,5"
УЗЕ Бар БЕСС,8.1,✓ OK,"89,7","90,5","90,8","93,2","89,2",,,,"93,2","89,2",4
УЗЕ Бар БЕСС,8.2,✓ OK,"91,3","91,6","92,3",92,"86,5",,,,"92,3","86,5","5,8"
УЗЕ Бар БЕСС,9.1,✓ OK,"87,5","92,8","90,8","92,3","91,1",,,,"92,8","87,5","5,3"
УЗЕ Бар БЕСС,9.2,✓ OK,"92,4","93,2",93,"94,4","91,4",,,,"94,4","91,4",3
УЗЕ Бар БЕСС,10.1,✓ OK,62,62,63,,,,,,63,62,1
УЗЕ Бар БЕСС,10.2,✓ OK,63,62,62,,,,,,63,62,1
УЗЕ Бар БЕСС,11.1,✓ OK,86,87,87,,,,,,87,86,1
УЗЕ Бар БЕСС,11.2,✓ OK,87,87,85,,,,,,87,85,2
УЗЕ Бар БЕСС,12.1,✓ OK,87,87,87,,,,,,87,87,0
УЗЕ Бар БЕСС,12.2,✓ OK,87,87,87,,,,,,87,87,0
УЗЕ Бар БЕСС,13.1,✓ OK,87,87,87,,,,,,87,87,0
УЗЕ Бар БЕСС,13.2,✓ OK,87,87,86,,,,,,87,86,1


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"89,7","91,8","90,4","89,8",90,,,,"91,8","89,7","2,1"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,89,"91,3","87,5","88,7","88,7",,,,"91,3","87,5","3,8"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"90,1","89,6","89,7","90,2","89,8",,,,"90,2","89,6","0,6"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"90,9",89,"90,5","88,4","88,5",,,,"90,9","88,4","2,5"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"90,2","91,4",88,"89,6","87,3",,,,"91,4","87,3","4,1"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"91,8","89,9","90,2","90,5","91,1",,,,"91,8","89,9","1,9"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"91,9","89,4",91,"91,5","88,2",,,,"91,9","88,2","3,7"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"90,2","87,7","92,4","91,6",92,,,,"92,4","87,7","4,7"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"90,4",89,"91,8","89,2","90,6",,,,"91,8",89,"2,8"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"89,8","90,2","89,1","89,8","90,9",,,,"90,9","89,1","1,8"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"91,6","89,5",89,"93,4","89,1",,,,"93,4",89,"4,4"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"90,6","90,3","90,5","89,9","90,3",,,,"90,6","89,9","0,7"


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,73,75,,,,,,75,73,2
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,85,85,83,87,87,84,,,87,83,4
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,76,73,,,,,,76,73,3
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,67,68,,,,,,68,67,1
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,100,82,82,,,,,,82,82,0
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,73,73,,,,,,73,73,0
