Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"91,3","91,2","91,6","91,2","91,3",,,,"91,6","91,2","0,4"
УЗЕ Бар БЕСС,1.2,✓ OK,"91,6","91,4","91,6","91,4","91,6",,,,"91,6","91,4","0,2"
УЗЕ Бар БЕСС,2.1,✓ OK,"90,3","90,5","90,2","90,4","90,2",,,,"90,5","90,2","0,3"
УЗЕ Бар БЕСС,2.2,✓ OK,"91,6","91,6","91,6","91,6","91,6",,,,"91,6","91,6",0
УЗЕ Бар БЕСС,3.1,✓ OK,"91,3","91,3","91,3","91,2","91,3",,,,"91,3","91,2","0,1"
УЗЕ Бар БЕСС,3.2,✓ OK,"91,1",90,"91,1",92,"92,1",,,,"92,1",90,"2,1"
УЗЕ Бар БЕСС,4.1,✓ OK,"99,6","99,2","99,6","99,6","99,2",,,,"99,6","99,2","0,4"
УЗЕ Бар БЕСС,4.2,✓ OK,"90,8","90,8","90,8","90,8","90,8",,,,"90,8","90,8",0
УЗЕ Бар БЕСС,5.1,✓ OK,"92,6","92,9","92,6","92,8","92,8",,,,"92,9","92,6","0,3"
УЗЕ Бар БЕСС,5.2,✓ OK,"97,2","97,2","97,2","97,2","97,2",,,,"97,2","97,2",0
УЗЕ Бар БЕСС,6.1,✓ OK,"90,4","89,5","94,1","93,5",92,,,,"94,1","89,5","4,6"
УЗЕ Бар БЕСС,6.2,✓ OK,"92,4","94,7","91,2","94,6","91,6",,,,"94,7","91,2","3,5"
УЗЕ Бар БЕСС,7.1,✓ OK,"91,1",93,"94,4","91,7","90,1",,,,"94,4","90,1","4,3"
УЗЕ Бар БЕСС,7.2,✓ OK,"93,1","93,5","92,9","91,2","88,5",,,,"93,5","88,5",5
УЗЕ Бар БЕСС,8.1,✓ OK,"88,6","90,1","90,4",94,"88,2",,,,94,"88,2","5,8"
УЗЕ Бар БЕСС,8.2,✓ OK,"91,3","91,7","92,7","92,1","84,4",,,,"92,7","84,4","8,3"
УЗЕ Бар БЕСС,9.1,✓ OK,"85,3",93,90,"92,5","90,7",,,,93,"85,3","7,7"
УЗЕ Бар БЕСС,9.2,✓ OK,"90,6","91,8","91,4","93,4",89,,,,"93,4",89,"4,4"
УЗЕ Бар БЕСС,10.1,✓ OK,62,62,63,,,,,,63,62,1
УЗЕ Бар БЕСС,10.2,✓ OK,63,62,62,,,,,,63,62,1
УЗЕ Бар БЕСС,11.1,✓ OK,87,88,87,,,,,,88,87,1
УЗЕ Бар БЕСС,11.2,✓ OK,87,87,86,,,,,,87,86,1
УЗЕ Бар БЕСС,12.1,✓ OK,87,88,88,,,,,,88,87,1
УЗЕ Бар БЕСС,12.2,✓ OK,88,88,87,,,,,,88,87,1
УЗЕ Бар БЕСС,13.1,✓ OK,87,87,87,,,,,,87,87,0
УЗЕ Бар БЕСС,13.2,✓ OK,87,87,87,,,,,,87,87,0


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"87,2","90,3","88,2","87,4","87,5",,,,"90,3","87,2","3,1"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"87,8","91,3","85,1","87,1","87,3",,,,"91,3","85,1","6,2"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,88,"86,7","87,3","88,5","88,1",,,,"88,5","86,7","1,8"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"90,9","87,7","90,3","86,9","87,3",,,,"90,9","86,9",4
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"89,4","91,1","85,1","87,9","84,9",,,,"91,1","84,9","6,2"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"89,9","86,4","87,5","88,1","88,6",,,,"89,9","86,4","3,5"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"82,8","83,1","82,8","82,8","82,8",,,,"83,1","82,8","0,3"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"83,6","83,2","83,2","83,6","83,6",,,,"83,6","83,2","0,4"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"86,5","86,5","86,9","86,5","86,9",,,,"86,9","86,5","0,4"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"86,9","86,5","86,5","86,5","86,5",,,,"86,9","86,5","0,4"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"82,2","82,2","82,2","81,8","81,8",,,,"82,2","81,8","0,4"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"82,7","82,4","81,9","81,2","82,7",,,,"82,7","81,2","1,5"


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,74,74,,,,,,74,74,0
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,89,89,87,90,90,87,,,90,87,3
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,74,73,,,,,,74,73,1
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,73,74,,,,,,74,73,1
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,100,80,81,,,,,,81,80,1
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,79,79,,,,,,79,79,0
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,100,72,72,,,,,,72,72,0
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,100,73,72,,,,,,73,72,1
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,100,72,72,,,,,,72,72,0
УЗЕ Зорянська БЕСС,2. УЗЕ-8,✓ OK,100,72,71,,,,,,72,71,1


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,93,94,94,93,89,93,,,94,89,5
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"83,5","82,8","83,1","83,5","83,5",,,,"83,5","82,8","0,7"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"83,1","83,1","83,1","82,3","82,7",,,,"83,1","82,3","0,8"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"83,5","83,5","83,6","83,2","83,6",,,,"83,6","83,2","0,4"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,84,"83,3","84,2","84,2","81,8",,,,"84,2","81,8","2,4"


