Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,70,69,"70,5",70,"69,9",,,,"70,5",69,"1,5"
УЗЕ Бар БЕСС,1.2,✓ OK,"67,6","66,6","67,3","68,7","69,5",,,,"69,5","66,6","2,9"
УЗЕ Бар БЕСС,2.1,✓ OK,68,"67,5","68,3","69,6","66,7",,,,"69,6","66,7","2,9"
УЗЕ Бар БЕСС,2.2,✓ OK,"70,5","69,6","69,5","67,4","70,1",,,,"70,5","67,4","3,1"
УЗЕ Бар БЕСС,3.1,✓ OK,"68,3","68,2","69,9","68,1","70,9",,,,"70,9","68,1","2,8"
УЗЕ Бар БЕСС,3.2,✓ OK,"70,3","69,2","69,3","69,8","69,8",,,,"70,3","69,2","1,1"
УЗЕ Бар БЕСС,4.1,✓ OK,"69,5","70,2","67,5","68,9","69,7",,,,"70,2","67,5","2,7"
УЗЕ Бар БЕСС,4.2,✓ OK,68,"68,8","67,3",70,"69,9",,,,70,"67,3","2,7"
УЗЕ Бар БЕСС,5.1,✓ OK,"70,5","70,7","68,5","69,9","69,6",,,,"70,7","68,5","2,2"
УЗЕ Бар БЕСС,5.2,✓ OK,68,"68,6","69,4","73,1","67,6",,,,"73,1","67,6","5,5"
УЗЕ Бар БЕСС,6.1,✓ OK,"69,4","68,2","70,2","69,8","69,6",,,,"70,2","68,2",2
УЗЕ Бар БЕСС,6.2,✓ OK,"67,3","68,3","67,4","68,7","69,5",,,,"69,5","67,3","2,2"
УЗЕ Бар БЕСС,7.1,✓ OK,"69,2","70,2","70,6","69,4","69,3",,,,"70,6","69,2","1,4"
УЗЕ Бар БЕСС,7.2,✓ OK,"70,9","70,7","70,5","69,6","68,6",,,,"70,9","68,6","2,3"
УЗЕ Бар БЕСС,8.1,✓ OK,"67,6","68,2","68,1","69,5","67,5",,,,"69,5","67,5",2
УЗЕ Бар БЕСС,8.2,✓ OK,"68,7","68,7","69,5","69,3",66,,,,"69,5",66,"3,5"
УЗЕ Бар БЕСС,9.1,✓ OK,"65,7","68,8","68,1","68,8","68,4",,,,"68,8","65,7","3,1"
УЗЕ Бар БЕСС,9.2,✓ OK,70,"70,4","70,6","70,9","69,3",,,,"70,9","69,3","1,6"
УЗЕ Бар БЕСС,10.1,✓ OK,73,72,73,,,,,,73,72,1
УЗЕ Бар БЕСС,10.2,✓ OK,72,71,72,,,,,,72,71,1
УЗЕ Бар БЕСС,11.1,✓ OK,69,72,73,,,,,,73,69,4
УЗЕ Бар БЕСС,11.2,✓ OK,73,73,71,,,,,,73,71,2
УЗЕ Бар БЕСС,12.1,✓ OK,70,71,72,,,,,,72,70,2
УЗЕ Бар БЕСС,12.2,✓ OK,71,71,71,,,,,,71,71,0
УЗЕ Бар БЕСС,13.1,✓ OK,71,72,72,,,,,,72,71,1
УЗЕ Бар БЕСС,13.2,✓ OK,71,72,71,,,,,,72,71,1


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"75,3","77,1","75,7","75,3","75,2",,,,"77,1","75,2","1,9"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"74,4","76,1","73,3","74,5","74,3",,,,"76,1","73,3","2,8"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"74,4","73,3","74,1","74,8","74,1",,,,"74,8","73,3","1,5"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"75,9","74,5",76,"74,1","74,4",,,,76,"74,1","1,9"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"79,6","75,7","73,6","74,5",73,,,,"79,6",73,"6,6"
