Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"75,8","74,8","75,9","75,7","75,3",,,,"75,9","74,8","1,1"
УЗЕ Бар БЕСС,1.2,✓ OK,"73,2","72,6",73,"74,4","75,2",,,,"75,2","72,6","2,6"
УЗЕ Бар БЕСС,2.1,✓ OK,"73,9","73,4","73,8","75,1","72,5",,,,"75,1","72,5","2,6"
УЗЕ Бар БЕСС,2.2,✓ OK,"75,4","74,9","74,8","73,1","75,4",,,,"75,4","73,1","2,3"
УЗЕ Бар БЕСС,3.1,✓ OK,"73,5","73,5","74,9","73,4","75,5",,,,"75,5","73,4","2,1"
УЗЕ Бар БЕСС,3.2,✓ OK,"75,9","75,1","75,1","75,5","75,6",,,,"75,9","75,1","0,8"
УЗЕ Бар БЕСС,4.1,✓ OK,75,"75,6","73,6","74,4","75,4",,,,"75,6","73,6",2
УЗЕ Бар БЕСС,4.2,✓ OK,"73,3",74,"72,7","75,4","75,1",,,,"75,4","72,7","2,7"
УЗЕ Бар БЕСС,5.1,✓ OK,"76,2","76,4","74,4","75,8","75,2",,,,"76,4","74,4",2
УЗЕ Бар БЕСС,5.2,✓ OK,"73,2","73,7","74,6","78,1","73,2",,,,"78,1","73,2","4,9"
УЗЕ Бар БЕСС,6.1,✓ OK,"75,7","74,1","76,1","75,3","75,1",,,,"76,1","74,1",2
УЗЕ Бар БЕСС,6.2,✓ OK,"73,2","74,2","73,3","74,6","74,8",,,,"74,8","73,2","1,6"
УЗЕ Бар БЕСС,7.1,✓ OK,"74,5",75,"75,4","74,7","74,5",,,,"75,4","74,5","0,9"
УЗЕ Бар БЕСС,7.2,✓ OK,76,"75,8","75,6",75,"74,1",,,,76,"74,1","1,9"
УЗЕ Бар БЕСС,8.1,✓ OK,"73,1","73,8","73,6","74,7",73,,,,"74,7",73,"1,7"
УЗЕ Бар БЕСС,8.2,✓ OK,"73,9","73,9","74,7","74,5","71,6",,,,"74,7","71,6","3,1"
УЗЕ Бар БЕСС,9.1,✓ OK,"71,9","74,3","73,5","74,2","73,8",,,,"74,3","71,9","2,4"
УЗЕ Бар БЕСС,9.2,✓ OK,"75,5","75,6","75,7",76,"74,8",,,,76,"74,8","1,2"
УЗЕ Бар БЕСС,10.1,✓ OK,47,45,47,,,,,,47,45,2
УЗЕ Бар БЕСС,10.2,✓ OK,47,44,47,,,,,,47,44,3
УЗЕ Бар БЕСС,11.1,✓ OK,44,46,48,,,,,,48,44,4
УЗЕ Бар БЕСС,11.2,✓ OK,46,45,45,,,,,,46,45,1
УЗЕ Бар БЕСС,12.1,✓ OK,45,46,46,,,,,,46,45,1
УЗЕ Бар БЕСС,12.2,✓ OK,45,45,45,,,,,,45,45,0
УЗЕ Бар БЕСС,13.1,✓ OK,45,45,45,,,,,,45,45,0
УЗЕ Бар БЕСС,13.2,✓ OK,45,44,45,,,,,,45,44,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"78,4","79,6","78,7","78,4","78,3",,,,"79,6","78,3","1,3"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"78,2","79,7","76,9","78,4","78,1",,,,"79,7","76,9","2,8"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"78,6","77,3","78,3",79,"78,2",,,,79,"77,3","1,7"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,79,"78,2","79,2","77,7","77,8",,,,"79,2","77,7","1,5"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"88,2","82,3",80,"81,1","79,9",,,,"88,2","79,9","8,3"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"79,3","77,7","78,8","79,3","79,1",,,,"79,3","77,7","1,6"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,81,"76,8","79,2","80,2","74,3",,,,81,"74,3","6,7"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"76,7","72,8",81,"79,2","79,5",,,,81,"72,8","8,2"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"78,1","75,6","80,7","75,9",78,,,,"80,7","75,6","5,1"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"76,6","78,2","75,4","76,3","78,8",,,,"78,8","75,4","3,4"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"80,6","76,9",76,"84,3","75,7",,,,"84,3","75,7","8,6"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"78,6","77,9","75,7","74,1","78,4",,,,"78,6","74,1","4,5"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,76,79,,,,,,79,76,3
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,36,37,36,34,35,33,,,37,33,4
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,18,16,,,,,,18,16,2
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,99,99,,,,,,99,99,0
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,92,48,49,,,,,,49,48,1
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,55,56,,,,,,56,55,1
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,100,52,51,,,,,,52,51,1
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,100,52,52,,,,,,52,52,0
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,100,51,52,,,,,,52,51,1
УЗЕ Зорянська БЕСС,2. УЗЕ-8,✓ OK,99,38,53,,,,,,53,38,15
,,,,,,,,,,,,,
,,,,,,,,,,,,,
УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,85,85,85,85,85,85,,,85,85,0
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"71,3","70,2","70,6",71,71,,,,"71,3","70,2","1,1"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"70,6","71,8","70,6","70,2","70,6",,,,"71,8","70,2","1,6"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"70,5","71,3","70,9","70,5","70,5",,,,"71,3","70,5","0,8"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"70,9","70,9","70,5","71,3","70,5",,,,"71,3","70,5","0,8"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"69,3","68,8","69,1","69,2","69,5",,,,"69,5","68,8","0,7"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"69,6","69,2","68,8","69,9","68,4",,,,"69,9","68,4","1,5"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"69,3","68,9","67,8",69,"69,4",,,,"69,4","67,8","1,6"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"68,3","69,5","69,9","69,9","68,8",,,,"69,9","68,3","1,6"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"69,8","69,5","68,7","69,1","68,7",,,,"69,8","68,7","1,1"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"69,8","68,7",70,"68,9","69,1",,,,70,"68,7","1,3"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,87,88,88,89,88,89,,,89,87,2
,,,,,,,,,,,,,
,,,,,,,,,,,,,
УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,82,81,82,,,,,,82,81,1
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,81,82,81,,,,,,82,81,1
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,"67,5","68,2","67,7","69,6","66,5",,,,"69,6","66,5","3,1"
УЗЕ Салгани БЕСС,PCS-2.2,✓ OK,"65,1",66,"65,9","71,6","71,2",,,,"71,6","65,1","6,5"
УЗЕ Салгани БЕСС,PCS-3.1,✓ OK,81,82,81,,,,,,82,81,1
УЗЕ Салгани БЕСС,PCS-3.2,✓ OK,82,81,81,,,,,,82,81,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
УЗЕ Смолінська БЕСС,PCS-1.1,✓ OK,"73,4","74,2",73,"73,6","73,5",,,,"74,2",73,"1,2"
УЗЕ Смолінська БЕСС,PCS-1.2,✓ OK,"73,6","74,4","75,5","72,6","72,9",,,,"75,5","72,6","2,9"
УЗЕ Смолінська БЕСС,PCS-2.1,✓ OK,"74,4",75,"72,8","73,2","73,9",,,,75,"72,8","2,2"
УЗЕ Смолінська БЕСС,PCS-2.2,✓ OK,"74,5","73,3","74,1","74,9","75,9",,,,"75,9","73,3","2,6"
УЗЕ Смолінська БЕСС,PCS-3.1,✓ OK,"74,7","75,2","68,9","75,2","74,2",,,,"75,2","68,9","6,3"
УЗЕ Смолінська БЕСС,PCS-3.2,✓ OK,"74,7","73,8","75,2","75,4","74,9",,,,"75,4","73,8","1,6"
УЗЕ Смолінська БЕСС,PCS-4.1,✓ OK,74,"72,4",74,"73,2","74,3",,,,"74,3","72,4","1,9"
УЗЕ Смолінська БЕСС,PCS-4.2,✓ OK,"73,7","75,1","74,6","71,9",74,,,,"75,1","71,9","3,2"
УЗЕ Смолінська БЕСС,PCS-5.1,✓ OK,88,88,88,90,90,90,,,90,88,2
