Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"88,4","87,7","88,9","88,7","88,4",,,,"88,9","87,7","1,2"
УЗЕ Бар БЕСС,1.2,✓ OK,"86,6",86,"86,7","87,6","88,1",,,,"88,1",86,"2,1"
УЗЕ Бар БЕСС,2.1,✓ OK,"87,1","86,4","86,8",88,86,,,,88,86,2
УЗЕ Бар БЕСС,2.2,✓ OK,"88,6","88,2","88,2","86,5","88,6",,,,"88,6","86,5","2,1"
УЗЕ Бар БЕСС,3.1,✓ OK,"86,8","86,8","87,3","86,3","87,5",,,,"87,5","86,3","1,2"
УЗЕ Бар БЕСС,3.2,✓ OK,"88,4","88,1","88,3",89,"88,7",,,,89,"88,1","0,9"
УЗЕ Бар БЕСС,4.1,✓ OK,"88,3",89,"86,8","87,8","88,4",,,,89,"86,8","2,2"
УЗЕ Бар БЕСС,4.2,✓ OK,"86,6",87,"86,3",88,"88,2",,,,"88,2","86,3","1,9"
УЗЕ Бар БЕСС,5.1,✓ OK,"88,9","89,1","87,2","88,4",88,,,,"89,1","87,2","1,9"
УЗЕ Бар БЕСС,5.2,✓ OK,"86,7","87,5",88,"91,1",87,,,,"91,1","86,7","4,4"
УЗЕ Бар БЕСС,6.1,✓ OK,"88,2","87,3","89,2","88,4","88,4",,,,"89,2","87,3","1,9"
УЗЕ Бар БЕСС,6.2,✓ OK,"86,8","87,6","86,6","87,9","88,1",,,,"88,1","86,6","1,5"
УЗЕ Бар БЕСС,7.1,✓ OK,"87,6","88,1","88,7","87,8","87,8",,,,"88,7","87,6","1,1"
УЗЕ Бар БЕСС,7.2,✓ OK,"89,1","88,8","88,7",88,"87,3",,,,"89,1","87,3","1,8"
УЗЕ Бар БЕСС,8.1,✓ OK,"86,7","87,3","87,2","88,3","86,4",,,,"88,3","86,4","1,9"
УЗЕ Бар БЕСС,8.2,✓ OK,"87,2","87,1","87,7","87,7",85,,,,"87,7",85,"2,7"
УЗЕ Бар БЕСС,9.1,✓ OK,"85,7","87,7","87,2","87,6",87,,,,"87,7","85,7",2
УЗЕ Бар БЕСС,9.2,✓ OK,"88,8","88,9","88,9","89,4","88,2",,,,"89,4","88,2","1,2"
УЗЕ Бар БЕСС,10.1,✓ OK,61,60,60,,,,,,61,60,1
УЗЕ Бар БЕСС,10.2,✓ OK,61,60,61,,,,,,61,60,1
УЗЕ Бар БЕСС,11.1,✓ OK,59,60,61,,,,,,61,59,2
УЗЕ Бар БЕСС,11.2,✓ OK,61,60,60,,,,,,61,60,1
УЗЕ Бар БЕСС,12.1,✓ OK,60,60,60,,,,,,60,60,0
УЗЕ Бар БЕСС,12.2,✓ OK,60,61,60,,,,,,61,60,1
УЗЕ Бар БЕСС,13.1,✓ OK,60,60,60,,,,,,60,60,0
УЗЕ Бар БЕСС,13.2,✓ OK,60,60,60,,,,,,60,60,0


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"87,3","88,5","87,6","87,3","87,2",,,,"88,5","87,2","1,3"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"87,9",89,87,"88,1","87,7",,,,89,87,2
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"88,3","87,4",88,"88,7","87,9",,,,"88,7","87,4","1,3"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"88,4","87,5","88,5","87,3","87,5",,,,"88,5","87,3","1,2"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"88,2","90,7","89,2","89,9","88,7",,,,"90,7","88,2","2,5"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,88,"86,9","87,5",88,"87,8",,,,88,"86,9","1,1"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,90,"86,1","88,2","89,1","83,6",,,,90,"83,6","6,4"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,86,"82,5",90,"88,6","88,9",,,,90,"82,5","7,5"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"87,4","84,9","89,7","85,3","87,4",,,,"89,7","84,9","4,8"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,86,"87,6","84,7","85,7","88,1",,,,"88,1","84,7","3,4"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"89,5","86,2","85,4","93,3","85,1",,,,"93,3","85,1","8,2"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,88,"87,2","85,1","83,8","87,8",,,,88,"83,8","4,2"


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,99,33,32,,,,,,33,32,1
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,32,33,31,30,31,29,,,33,29,4
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,98,63,63,,,,,,63,63,0
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,85,87,,,,,,87,85,2
