Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"78,6","78,3",79,"78,5","78,7",,,,79,"78,3","0,7"
УЗЕ Бар БЕСС,1.2,✓ OK,"76,4",76,"76,5","76,8","77,2",,,,"77,2",76,"1,2"
УЗЕ Бар БЕСС,2.1,✓ OK,"76,3","76,1","76,3","76,6","75,8",,,,"76,6","75,8","0,8"
УЗЕ Бар БЕСС,2.2,✓ OK,"78,5","78,1","77,9","77,4","78,7",,,,"78,7","77,4","1,3"
УЗЕ Бар БЕСС,3.1,✓ OK,"77,3","77,4","77,8","77,2","78,1",,,,"78,1","77,2","0,9"
УЗЕ Бар БЕСС,3.2,✓ OK,"78,7","78,7","78,5","78,7","78,7",,,,"78,7","78,5","0,2"
УЗЕ Бар БЕСС,4.1,✓ OK,"78,7","78,9","77,7","78,4","78,5",,,,"78,9","77,7","1,2"
УЗЕ Бар БЕСС,4.2,✓ OK,"76,8","77,2","76,6","77,9","77,8",,,,"77,9","76,6","1,3"
УЗЕ Бар БЕСС,5.1,✓ OK,"79,1","79,3","78,1","78,8","78,4",,,,"79,3","78,1","1,2"
УЗЕ Бар БЕСС,5.2,✓ OK,"77,7","77,9","78,4","79,9","78,2",,,,"79,9","77,7","2,2"
УЗЕ Бар БЕСС,6.1,✓ OK,"78,5","77,5","78,3","77,9","77,8",,,,"78,5","77,5",1
УЗЕ Бар БЕСС,6.2,✓ OK,"76,1","76,5","76,2","76,8","77,2",,,,"77,2","76,1","1,1"
УЗЕ Бар БЕСС,7.1,✓ OK,"77,7","78,1","78,2",78,"77,7",,,,"78,2","77,7","0,5"
УЗЕ Бар БЕСС,7.2,✓ OK,"78,6","78,5","78,5","78,1","77,9",,,,"78,6","77,9","0,7"
УЗЕ Бар БЕСС,8.1,✓ OK,"75,9","76,3","76,1","76,3","75,7",,,,"76,3","75,7","0,6"
УЗЕ Бар БЕСС,8.2,✓ OK,"76,6","76,6","76,6","76,9","75,2",,,,"76,9","75,2","1,7"
УЗЕ Бар БЕСС,9.1,✓ OK,"75,6","76,4","76,4","76,8","76,4",,,,"76,8","75,6","1,2"
УЗЕ Бар БЕСС,9.2,✓ OK,"78,7","78,8",79,"78,9","78,7",,,,79,"78,7","0,3"
УЗЕ Бар БЕСС,10.1,❌ ERROR,N/A
УЗЕ Бар БЕСС,10.2,❌ ERROR,N/A
УЗЕ Бар БЕСС,11.1,✓ OK,30,30,30,,,,,,30,30,0
УЗЕ Бар БЕСС,11.2,✓ OK,31,31,32,,,,,,32,31,1
УЗЕ Бар БЕСС,12.1,✓ OK,31,30,31,,,,,,31,30,1
УЗЕ Бар БЕСС,12.2,✓ OK,30,30,32,,,,,,32,30,2
УЗЕ Бар БЕСС,13.1,✓ OK,31,30,30,,,,,,31,30,1
УЗЕ Бар БЕСС,13.2,✓ OK,30,30,30,,,,,,30,30,0


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"80,5","81,3","80,9","80,9","80,5",,,,"81,3","80,5","0,8"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"80,2","80,6","79,8","80,6","79,8",,,,"80,6","79,8","0,8"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"80,3",80,"80,3","80,7","80,3",,,,"80,7",80,"0,7"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"80,7","80,3","80,7","80,3","80,3",,,,"80,7","80,3","0,4"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"88,3","83,5","82,8","83,2","82,8",,,,"88,3","82,8","5,5"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"80,9","80,5","80,5","80,9","80,9",,,,"80,9","80,5","0,4"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"84,2","80,9","82,6","83,5","78,8",,,,"84,2","78,8","5,4"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"81,2","78,1","84,4",83,"83,4",,,,"84,4","78,1","6,3"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"82,2","80,3","84,3","80,5","82,3",,,,"84,3","80,3",4
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"80,1","81,3","79,2","79,8","81,9",,,,"81,9","79,2","2,7"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"83,1","80,4","79,8","86,1","79,2",,,,"86,1","79,2","6,9"
