Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,89,"87,9","89,2","88,8","88,4",,,,"89,2","87,9","1,3"
УЗЕ Бар БЕСС,1.2,✓ OK,87,"85,8","86,5","87,9","88,3",,,,"88,3","85,8","2,5"
УЗЕ Бар БЕСС,2.1,✓ OK,87,"86,6",87,"88,2","86,2",,,,"88,2","86,2",2
УЗЕ Бар БЕСС,2.2,✓ OK,"89,2","88,7","88,4","87,2","88,9",,,,"89,2","87,2",2
УЗЕ Бар БЕСС,3.1,✓ OK,"86,9","86,7","87,5","86,8",88,,,,88,"86,7","1,3"
УЗЕ Бар БЕСС,3.2,✓ OK,"88,7","88,2","88,3",89,89,,,,89,"88,2","0,8"
УЗЕ Бар БЕСС,4.1,✓ OK,"88,6","89,5","87,1","88,3",89,,,,"89,5","87,1","2,4"
УЗЕ Бар БЕСС,4.2,✓ OK,"86,6","87,2","86,2","88,2","88,2",,,,"88,2","86,2",2
УЗЕ Бар БЕСС,5.1,✓ OK,"89,4","89,6","87,6","88,4","88,4",,,,"89,6","87,6",2
УЗЕ Бар БЕСС,5.2,✓ OK,"86,4","87,2","87,6","90,7","86,8",,,,"90,7","86,4","4,3"
УЗЕ Бар БЕСС,6.1,✓ OK,"87,8","87,3",89,"88,5","87,8",,,,89,"87,3","1,7"
УЗЕ Бар БЕСС,6.2,✓ OK,87,"87,7","86,6","87,8","88,3",,,,"88,3","86,6","1,7"
УЗЕ Бар БЕСС,7.1,✓ OK,"88,2","88,7","89,1","88,4","87,6",,,,"89,1","87,6","1,5"
УЗЕ Бар БЕСС,7.2,✓ OK,"88,7",89,"89,1","88,2","87,9",,,,"89,1","87,9","1,2"
УЗЕ Бар БЕСС,8.1,✓ OK,"86,6","86,9",87,"87,8","86,2",,,,"87,8","86,2","1,6"
УЗЕ Бар БЕСС,8.2,✓ OK,"87,4","87,6","87,8","87,8","85,3",,,,"87,8","85,3","2,5"
УЗЕ Бар БЕСС,9.1,✓ OK,"85,7",88,87,"87,5","87,1",,,,88,"85,7","2,3"
УЗЕ Бар БЕСС,9.2,✓ OK,"88,8","89,1",89,"89,6","88,6",,,,"89,6","88,6",1
УЗЕ Бар БЕСС,10.1,✓ OK,42,41,41,,,,,,42,41,1
УЗЕ Бар БЕСС,10.2,✓ OK,42,41,42,,,,,,42,41,1
УЗЕ Бар БЕСС,11.1,✓ OK,42,42,42,,,,,,42,42,0
УЗЕ Бар БЕСС,11.2,✓ OK,41,41,40,,,,,,41,40,1
УЗЕ Бар БЕСС,12.1,✓ OK,42,41,42,,,,,,42,41,1
УЗЕ Бар БЕСС,12.2,✓ OK,42,42,42,,,,,,42,42,0
УЗЕ Бар БЕСС,13.1,✓ OK,42,42,41,,,,,,42,41,1
УЗЕ Бар БЕСС,13.2,✓ OK,41,42,40,,,,,,42,40,2


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"86,1","86,5","86,5","86,5","86,5",,,,"86,5","86,1","0,4"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,87,87,87,87,87,,,,87,87,0
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"86,6","85,6",86,87,"86,4",,,,87,"85,6","1,4"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"86,6","86,2","86,2","86,6","86,2",,,,"86,6","86,2","0,4"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"86,5","86,1","86,5","86,1","86,1",,,,"86,5","86,1","0,4"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"87,7","87,7","87,7","87,7","87,7",,,,"87,7","87,7",0


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"76,8","76,7","76,7","76,7","76,7",,,,"76,8","76,7","0,1"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"75,2","75,2","75,2","75,3","75,2",,,,"75,3","75,2","0,1"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"87,8","87,8","87,4","87,8","87,4",,,,"87,8","87,4","0,4"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"88,6","88,6","88,6","88,6","88,2",,,,"88,6","88,2","0,4"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,76,76,76,76,76,,,,76,76,0
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"90,9","90,9","90,9","90,9","90,9",,,,"90,9","90,9",0


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,68,68,,,,,,68,68,0
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,42,42,42,40,41,40,,,42,40,2
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,69,68,,,,,,69,68,1
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,68,69,,,,,,69,68,1
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,100,85,85,,,,,,85,85,0
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,90,90,,,,,,90,90,0
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,100,70,69,,,,,,70,69,1
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,99,71,69,,,,,,71,69,2
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,100,69,70,,,,,,70,69,1
УЗЕ Зорянська БЕСС,2. УЗЕ-8,✓ OK,100,38,68,,,,,,68,38,30


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,89,89,89,88,89,88,,,89,88,1
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"91,3","87,1","89,4","90,7","90,3",,,,"91,3","87,1","4,2"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,89,"94,5","88,4","85,1","89,2",,,,"94,5","85,1","9,4"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"81,9","85,9","81,8","77,9","82,3",,,,"85,9","77,9",8
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"81,6","82,1","82,7","83,4","79,9",,,,"83,4","79,9","3,5"


УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"86,2","85,1","85,9","85,1","86,1",,,,"86,2","85,1","1,1"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"86,6","85,7","84,5","88,8","82,3",,,,"88,8","82,3","6,5"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"87,7","85,9","81,4",85,"86,8",,,,"87,7","81,4","6,3"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"82,1","86,5","88,3","89,1","84,5",,,,"89,1","82,1",7
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"88,4","86,1",85,"84,8","84,8",,,,"88,4","84,8","3,6"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"87,9","82,9","89,4","84,1","85,5",,,,"89,4","82,9","6,5"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,92,92,92,95,93,92,,,95,92,3


УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,86,86,86,,,,,,86,86,0
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,85,85,85,,,,,,85,85,0
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,"91,3","91,7","91,3","91,3","91,7",,,,"91,7","91,3","0,4"
УЗЕ Салгани БЕСС,PCS-2.2,✓ OK,"93,7","93,7","93,3","93,3","93,3",,,,"93,7","93,3","0,4"
УЗЕ Салгани БЕСС,PCS-3.1,✓ OK,86,86,85,,,,,,86,85,1
