Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"84,2","83,5","84,6","84,1","84,1",,,,"84,6","83,5","1,1"
УЗЕ Бар БЕСС,1.2,✓ OK,82,"81,3","82,1","82,9","83,5",,,,"83,5","81,3","2,2"
УЗЕ Бар БЕСС,2.1,✓ OK,"82,8","82,6","82,9","83,7","81,8",,,,"83,7","81,8","1,9"
УЗЕ Бар БЕСС,2.2,✓ OK,"84,3","83,9","83,9","82,6","84,3",,,,"84,3","82,6","1,7"
УЗЕ Бар БЕСС,3.1,✓ OK,"82,1","82,1",83,82,"83,2",,,,"83,2",82,"1,2"
УЗЕ Бар БЕСС,3.2,✓ OK,"84,1","83,7","83,6","84,3","84,4",,,,"84,4","83,6","0,8"
УЗЕ Бар БЕСС,4.1,✓ OK,84,"84,7","82,5","83,4","84,1",,,,"84,7","82,5","2,2"
УЗЕ Бар БЕСС,4.2,✓ OK,"81,9","82,4","81,6","83,3","83,5",,,,"83,5","81,6","1,9"
УЗЕ Бар БЕСС,5.1,✓ OK,"84,6","84,8","82,5",84,"83,7",,,,"84,8","82,5","2,3"
УЗЕ Бар БЕСС,5.2,✓ OK,"82,4","82,8","83,7","86,4","82,7",,,,"86,4","82,4",4
УЗЕ Бар БЕСС,6.1,✓ OK,"83,9","83,1","84,9","84,2","84,1",,,,"84,9","83,1","1,8"
УЗЕ Бар БЕСС,6.2,✓ OK,"82,1","82,9",82,"83,3","83,5",,,,"83,5",82,"1,5"
УЗЕ Бар БЕСС,7.1,✓ OK,"83,3","83,8","84,4","83,5","83,5",,,,"84,4","83,3","1,1"
УЗЕ Бар БЕСС,7.2,✓ OK,"84,8","84,6","84,4","83,7",83,,,,"84,8",83,"1,8"
УЗЕ Бар БЕСС,8.1,✓ OK,"81,6","82,2",82,"82,8","81,2",,,,"82,8","81,2","1,6"
УЗЕ Бар БЕСС,8.2,✓ OK,"82,5","82,4","82,6","82,6","80,2",,,,"82,6","80,2","2,4"
УЗЕ Бар БЕСС,9.1,✓ OK,"81,4",83,"82,5",83,"82,7",,,,83,"81,4","1,6"
УЗЕ Бар БЕСС,9.2,✓ OK,"84,2","84,2","84,6","84,8","83,5",,,,"84,8","83,5","1,3"
УЗЕ Бар БЕСС,10.1,✓ OK,22,21,22,,,,,,22,21,1
УЗЕ Бар БЕСС,10.2,✓ OK,25,21,24,,,,,,25,21,4
УЗЕ Бар БЕСС,11.1,✓ OK,21,21,22,,,,,,22,21,1
УЗЕ Бар БЕСС,11.2,✓ OK,22,21,21,,,,,,22,21,1
УЗЕ Бар БЕСС,12.1,✓ OK,21,21,21,,,,,,21,21,0
УЗЕ Бар БЕСС,12.2,✓ OK,20,21,21,,,,,,21,20,1
УЗЕ Бар БЕСС,13.1,✓ OK,21,21,20,,,,,,21,20,1
УЗЕ Бар БЕСС,13.2,✓ OK,21,21,21,,,,,,21,21,0


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"85,5","86,7","85,9","85,5","85,5",,,,"86,7","85,5","1,2"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"85,7","86,7","84,8","85,8","85,5",,,,"86,7","84,8","1,9"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,86,"85,1","85,8","86,3","85,7",,,,"86,3","85,1","1,2"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"86,3","85,4","86,3","85,2","85,4",,,,"86,3","85,2","1,1"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"88,3","88,3","86,4","87,1","86,3",,,,"88,3","86,3",2
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"86,1","84,9","85,5","85,9","85,8",,,,"86,1","84,9","1,2"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"88,8","84,8","86,8","87,7","82,4",,,,"88,8","82,4","6,4"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"84,8","81,3","88,6","87,2","87,6",,,,"88,6","81,3","7,3"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"86,1","83,7","88,3",84,"86,1",,,,"88,3","83,7","4,6"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"84,8","86,3","83,5","84,4","86,5",,,,"86,5","83,5",3
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"88,1","84,8","83,9","91,7","83,7",,,,"91,7","83,7",8
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"86,5","85,7","83,5","82,3","86,2",,,,"86,5","82,3","4,2"


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,92,92,92,91,92,91,,,92,91,1
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"79,6","78,8","79,2","79,2","79,2",,,,"79,6","78,8","0,8"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"78,4","78,8","78,4",78,"78,4",,,,"78,8",78,"0,8"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,78,"78,4","78,4",78,78,,,,"78,4",78,"0,4"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"77,3","77,6","77,6",78,"77,6",,,,78,"77,3","0,7"


УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"80,9","80,5","80,5","80,5","80,9",,,,"80,9","80,5","0,4"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,81,"80,6","80,2",81,"80,2",,,,81,"80,2","0,8"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"80,5","80,1","79,3","80,1","80,5",,,,"80,5","79,3","1,2"
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"79,8","80,5","80,9","80,9","79,8",,,,"80,9","79,8","1,1"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"81,3",81,"80,5","80,9","80,5",,,,"81,3","80,5","0,8"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"81,7","80,6","81,8",81,81,,,,"81,8","80,6","1,2"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,93,93,92,93,93,92,,,93,92,1


УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,88,87,89,,,,,,89,87,2
