Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"85,3","84,7","85,4","85,2","84,9",,,,"85,4","84,7","0,7"
УЗЕ Бар БЕСС,1.2,✓ OK,"83,1","82,5","82,9","84,1","84,7",,,,"84,7","82,5","2,2"
УЗЕ Бар БЕСС,2.1,✓ OK,84,"83,3","83,7","84,9","82,9",,,,"84,9","82,9",2
УЗЕ Бар БЕСС,2.2,✓ OK,"85,4","85,1","84,7","83,4","85,5",,,,"85,5","83,4","2,1"
УЗЕ Бар БЕСС,3.1,✓ OK,"83,3","83,3","83,8","82,7","84,4",,,,"84,4","82,7","1,7"
УЗЕ Бар БЕСС,3.2,✓ OK,"85,3","84,9","84,7","85,5","85,2",,,,"85,5","84,7","0,8"
УЗЕ Бар БЕСС,4.1,✓ OK,"85,1","85,5","83,7","84,2","84,9",,,,"85,5","83,7","1,8"
УЗЕ Бар БЕСС,4.2,✓ OK,"82,7","83,5","82,4","84,5","84,3",,,,"84,5","82,4","2,1"
УЗЕ Бар БЕСС,5.1,✓ OK,"85,4","85,6","83,7","85,2","84,4",,,,"85,6","83,7","1,9"
УЗЕ Бар БЕСС,5.2,✓ OK,"83,6",84,"84,5","87,6","83,5",,,,"87,6","83,5","4,1"
УЗЕ Бар БЕСС,6.1,✓ OK,"85,1","84,2","85,7","85,3","84,9",,,,"85,7","84,2","1,5"
УЗЕ Бар БЕСС,6.2,✓ OK,"82,9","83,7","83,2",84,"84,7",,,,"84,7","82,9","1,8"
УЗЕ Бар БЕСС,7.1,✓ OK,"84,5",85,"85,6","84,7","84,2",,,,"85,6","84,2","1,4"
УЗЕ Бар БЕСС,7.2,✓ OK,"85,6","85,7","85,6","84,5","84,1",,,,"85,7","84,1","1,6"
УЗЕ Бар БЕСС,8.1,✓ OK,"82,4","83,4","83,2",84,"82,4",,,,84,"82,4","1,6"
УЗЕ Бар БЕСС,8.2,✓ OK,"83,3","83,2","83,8","83,8",81,,,,"83,8",81,"2,8"
УЗЕ Бар БЕСС,9.1,✓ OK,"82,2","84,2","83,7","84,2","83,9",,,,"84,2","82,2",2
УЗЕ Бар БЕСС,9.2,✓ OK,"85,4","85,4","85,4",86,"84,7",,,,86,"84,7","1,3"
УЗЕ Бар БЕСС,10.1,✓ OK,22,21,22,,,,,,22,21,1
УЗЕ Бар БЕСС,10.2,✓ OK,25,21,25,,,,,,25,21,4
УЗЕ Бар БЕСС,11.1,✓ OK,20,21,22,,,,,,22,20,2
УЗЕ Бар БЕСС,11.2,✓ OK,22,21,20,,,,,,22,20,2
УЗЕ Бар БЕСС,12.1,✓ OK,21,21,21,,,,,,21,21,0
УЗЕ Бар БЕСС,12.2,✓ OK,20,21,21,,,,,,21,20,1
УЗЕ Бар БЕСС,13.1,✓ OK,21,21,21,,,,,,21,21,0
УЗЕ Бар БЕСС,13.2,✓ OK,21,20,20,,,,,,21,20,1


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"86,7","87,9","87,1","86,7","86,7",,,,"87,9","86,7","1,2"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"86,9","87,9","85,9",87,"86,7",,,,"87,9","85,9",2
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"87,2","86,3","86,6","87,5","86,5",,,,"87,5","86,3","1,2"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"87,4","86,6","87,5","86,4","86,5",,,,"87,5","86,4","1,1"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"88,3","89,5",88,"88,7","87,5",,,,"89,5","87,5",2
