Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,ПОМИЛКА: Помилка ініціалізації: Сесія недійсна. Вимкніть headless режим в налаштуваннях для ручного входу.
УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"84,7","88,6","85,7","84,4",85,,,,"88,6","84,4","4,2"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"84,5","87,3","81,3",84,84,,,,"87,3","81,3",6
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"84,5","83,9",84,"85,1","84,2",,,,"85,1","83,9","1,2"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"87,8","84,4","87,7","83,3","84,3",,,,"87,8","83,3","4,5"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"88,4","87,7","80,9","84,9","80,7",,,,"88,4","80,7","7,7"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"88,1","83,6","85,2","85,8","86,1",,,,"88,1","83,6","4,5"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,84,"80,4","83,2","83,7","79,4",,,,84,"79,4","4,6"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"81,2","78,3","84,3","83,4","83,4",,,,"84,3","78,3",6
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"82,3","80,3","84,4","81,1","82,2",,,,"84,4","80,3","4,1"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"80,7","81,3","79,7","80,3",82,,,,82,"79,7","2,3"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"83,2",81,80,"85,9","79,8",,,,"85,9","79,8","6,1"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"81,2","80,2","79,3","78,1","80,9",,,,"81,2","78,1","3,1"


УЗЕ Зорянська БЕСС,ПОМИЛКА: Помилка ініціалізації: Сесія відсутня. Вимкніть headless режим в налаштуваннях для ручного входу.
УЗЕ Новомиргородська БЕСС,ПОМИЛКА: Помилка ініціалізації: Сесія відсутня. Вимкніть headless режим в налаштуваннях для ручного входу.
УЗЕ Олександрійська БЕСС,ПОМИЛКА: Помилка ініціалізації: Сесія відсутня. Вимкніть headless режим в налаштуваннях для ручного входу.
УЗЕ Салгани БЕСС,ПОМИЛКА: Помилка ініціалізації: Сесія відсутня. Вимкніть headless режим в налаштуваннях для ручного входу.
УЗЕ Смолінська БЕСС,ПОМИЛКА: Помилка ініціалізації: Сесія відсутня. Вимкніть headless режим в налаштуваннях для ручного входу.
