Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"65,7","65,7","65,9","65,8","65,5",,,,"65,9","65,5","0,4"
УЗЕ Бар БЕСС,1.2,✓ OK,"64,5","64,1",64,"64,6",65,,,,65,64,1
УЗЕ Бар БЕСС,2.1,✓ OK,"64,3","64,3","64,7","64,7","63,9",,,,"64,7","63,9","0,8"
УЗЕ Бар БЕСС,2.2,✓ OK,"65,8","65,6","65,6","64,9","65,8",,,,"65,8","64,9","0,9"
УЗЕ Бар БЕСС,3.1,✓ OK,"64,6","64,6","65,3","64,7","65,7",,,,"65,7","64,6","1,1"
УЗЕ Бар БЕСС,3.2,✓ OK,"66,4","65,8","66,3","65,9","66,3",,,,"66,4","65,8","0,6"
УЗЕ Бар БЕСС,4.1,✓ OK,"66,1","66,7","65,5",66,"66,3",,,,"66,7","65,5","1,2"
УЗЕ Бар БЕСС,4.2,✓ OK,"64,4","64,7","63,9","65,3","64,9",,,,"65,3","63,9","1,4"
УЗЕ Бар БЕСС,5.1,✓ OK,"66,9","66,9",66,"66,3","66,3",,,,"66,9",66,"0,9"
УЗЕ Бар БЕСС,5.2,✓ OK,"64,8","65,1","65,2","66,3","64,8",,,,"66,3","64,8","1,5"
УЗЕ Бар БЕСС,6.1,✓ OK,"65,9","64,6","65,5","65,4","65,1",,,,"65,9","64,6","1,3"
УЗЕ Бар БЕСС,6.2,✓ OK,"64,4","64,8","64,7","64,7",65,,,,65,"64,4","0,6"
УЗЕ Бар БЕСС,7.1,✓ OK,"65,6","65,8","65,8","65,7","65,4",,,,"65,8","65,4","0,4"
УЗЕ Бар БЕСС,7.2,✓ OK,"66,1",66,"66,1","65,5","66,1",,,,"66,1","65,5","0,6"
УЗЕ Бар БЕСС,8.1,✓ OK,"64,1","64,1","64,1","64,5","63,7",,,,"64,5","63,7","0,8"
УЗЕ Бар БЕСС,8.2,✓ OK,"64,9","64,6","64,9","64,9",64,,,,"64,9",64,"0,9"
УЗЕ Бар БЕСС,9.1,✓ OK,"63,6","64,8","64,5","64,6","64,6",,,,"64,8","63,6","1,2"
УЗЕ Бар БЕСС,9.2,✓ OK,"66,4","66,5","66,5","66,4","67,1",,,,"67,1","66,4","0,7"
УЗЕ Бар БЕСС,10.1,✓ OK,29,28,29,,,,,,29,28,1
УЗЕ Бар БЕСС,10.2,✓ OK,29,28,29,,,,,,29,28,1
УЗЕ Бар БЕСС,11.1,✓ OK,28,28,31,,,,,,31,28,3
УЗЕ Бар БЕСС,11.2,✓ OK,27,27,28,,,,,,28,27,1
УЗЕ Бар БЕСС,12.1,✓ OK,28,28,28,,,,,,28,28,0
УЗЕ Бар БЕСС,12.2,✓ OK,28,28,27,,,,,,28,27,1
УЗЕ Бар БЕСС,13.1,✓ OK,28,28,28,,,,,,28,28,0
УЗЕ Бар БЕСС,13.2,✓ OK,28,28,28,,,,,,28,28,0


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"72,2","75,9","73,3","71,9","72,7",,,,"75,9","71,9",4
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"71,6","73,9","68,6","71,3","71,2",,,,"73,9","68,6","5,3"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"71,5","71,1","71,3","71,8","71,5",,,,"71,8","71,1","0,7"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"74,3","71,1","74,5","70,3",71,,,,"74,5","70,3","4,2"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"74,8","73,4","67,6","70,7","67,3",,,,"74,8","67,3","7,5"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"88,4","69,1","71,4","72,2","72,5",,,,"88,4","69,1","19,3"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,77,"74,1","76,1","76,7","73,2",,,,77,"73,2","3,8"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"74,5",72,"77,1","76,3","76,2",,,,"77,1",72,"5,1"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"75,5","73,6","77,3","74,4","75,5",,,,"77,3","73,6","3,7"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,74,"74,6",73,"73,2","74,9",,,,"74,9",73,"1,9"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"76,1","74,4","73,7","78,1","73,2",,,,"78,1","73,2","4,9"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"74,1","73,6","72,6","71,9","74,3",,,,"74,3","71,9","2,4"


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,40,41,,,,,,41,40,1
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,59,60,58,57,58,55,,,60,55,5
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,100,64,39,,,,,,64,39,25
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,100,41,42,,,,,,42,41,1
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,100,31,30,,,,,,31,30,1
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,97,1,2,,,,,,2,1,1
УЗЕ Зорянська БЕСС,2. УЗЕ-3,❌ ERROR,N/A
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,95,7,1,,,,,,7,1,6
УЗЕ Зорянська БЕСС,2. УЗЕ-6,❌ ERROR,N/A
УЗЕ Зорянська БЕСС,2. УЗЕ-8,❌ ERROR,N/A


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,87,88,88,87,88,87,,,88,87,1
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"70,7","69,1","69,9","70,3","70,3",,,,"70,7","69,1","1,6"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,68,"72,5","67,7","65,1",68,,,,"72,5","65,1","7,4"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"70,2","73,1","70,3","67,1","70,4",,,,"73,1","67,1",6
