Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"90,8","86,8","91,6","91,1","89,7",,,,"91,6","86,8","4,8"
УЗЕ Бар БЕСС,1.2,✓ OK,"88,2","84,8","87,4","90,6","91,5",,,,"91,5","84,8","6,7"
УЗЕ Бар БЕСС,2.1,✓ OK,"88,8","87,1",89,"92,8","85,9",,,,"92,8","85,9","6,9"
УЗЕ Бар БЕСС,2.2,✓ OK,"92,4","90,4","89,7","85,8","91,8",,,,"92,4","85,8","6,6"
УЗЕ Бар БЕСС,3.1,✓ OK,"87,6","86,8","89,5","87,8",92,,,,92,"86,8","5,2"
УЗЕ Бар БЕСС,3.2,✓ OK,"90,4","89,2","89,9","90,8","90,9",,,,"90,9","89,2","1,7"
УЗЕ Бар БЕСС,4.1,✓ OK,"90,6","93,1","85,9","88,6","92,3",,,,"93,1","85,9","7,2"
УЗЕ Бар БЕСС,4.2,✓ OK,"87,2","90,2","86,5","91,9","92,3",,,,"92,3","86,5","5,8"
УЗЕ Бар БЕСС,5.1,✓ OK,"91,8","92,1","86,1","89,6","89,3",,,,"92,1","86,1",6
УЗЕ Бар БЕСС,5.2,✓ OK,"86,1","88,8",90,"95,8","86,4",,,,"95,8","86,1","9,7"
УЗЕ Бар БЕСС,6.1,✓ OK,"87,6","86,7","91,3","90,8","89,3",,,,"91,3","86,7","4,6"
УЗЕ Бар БЕСС,6.2,✓ OK,"88,5","90,8","87,6",91,"91,5",,,,"91,5","87,6","3,9"
УЗЕ Бар БЕСС,7.1,✓ OK,"89,1","91,1","92,4","89,8","88,1",,,,"92,4","88,1","4,3"
УЗЕ Бар БЕСС,7.2,✓ OK,"91,6","91,9","91,3","89,6","86,9",,,,"91,9","86,9",5
УЗЕ Бар БЕСС,8.1,✓ OK,"87,4","88,5","88,9","92,1","86,6",,,,"92,1","86,6","5,5"
УЗЕ Бар БЕСС,8.2,✓ OK,"88,9","89,7","90,7","90,1","82,5",,,,"90,7","82,5","8,2"
УЗЕ Бар БЕСС,9.1,✓ OK,"83,3",91,88,"90,6","88,7",,,,91,"83,3","7,7"
УЗЕ Бар БЕСС,9.2,✓ OK,"89,8",91,"90,2","92,2","88,2",,,,"92,2","88,2",4
УЗЕ Бар БЕСС,10.1,✓ OK,62,62,63,,,,,,63,62,1
УЗЕ Бар БЕСС,10.2,✓ OK,63,62,62,,,,,,63,62,1
УЗЕ Бар БЕСС,11.1,✓ OK,86,87,87,,,,,,87,86,1
УЗЕ Бар БЕСС,11.2,✓ OK,87,87,86,,,,,,87,86,1
УЗЕ Бар БЕСС,12.1,✓ OK,86,87,87,,,,,,87,86,1
УЗЕ Бар БЕСС,12.2,✓ OK,89,89,88,,,,,,89,88,1
УЗЕ Бар БЕСС,13.1,✓ OK,87,87,87,,,,,,87,87,0
УЗЕ Бар БЕСС,13.2,✓ OK,88,88,88,,,,,,88,88,0


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"89,3","91,9","89,9",89,"89,2",,,,"91,9",89,"2,9"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"89,5",93,"86,9","88,9",89,,,,93,"86,9","6,1"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"89,8","88,7","89,1","90,3","89,8",,,,"90,3","88,7","1,6"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"92,5","89,4",92,"88,6",89,,,,"92,5","88,6","3,9"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"91,2","92,9","86,8","89,6","86,7",,,,"92,9","86,7","6,2"
