Станція,Назва інвертора,Статус,SoC 1,SoC 2,SoC 3,SoC 4,SoC 5,SoC 6,,,Макс,Мін,різниця
УЗЕ Бар БЕСС,1.1,✓ OK,"88,9","85,3","89,6","89,1","88,2",,,,"89,6","85,3","4,3"
УЗЕ Бар БЕСС,1.2,✓ OK,"86,3","83,3","85,6","88,7","89,5",,,,"89,5","83,3","6,2"
УЗЕ Бар БЕСС,2.1,✓ OK,"87,3","85,5","87,5","90,8","84,3",,,,"90,8","84,3","6,5"
УЗЕ Бар БЕСС,2.2,✓ OK,"90,5","88,5","87,8","84,3","89,9",,,,"90,5","84,3","6,2"
УЗЕ Бар БЕСС,3.1,✓ OK,"85,7","85,3",88,"85,9","90,1",,,,"90,1","85,3","4,8"
УЗЕ Бар БЕСС,3.2,✓ OK,"88,4","87,3",88,"88,9","88,9",,,,"88,9","87,3","1,6"
УЗЕ Бар БЕСС,4.1,✓ OK,"89,1","91,1","84,4","86,7","90,4",,,,"91,1","84,4","6,7"
УЗЕ Бар БЕСС,4.2,✓ OK,"85,7","88,7",85,90,"90,3",,,,"90,3",85,"5,3"
УЗЕ Бар БЕСС,5.1,✓ OK,"90,2","90,6","84,9",88,"87,8",,,,"90,6","84,9","5,7"
УЗЕ Бар БЕСС,5.2,✓ OK,"84,1","86,5","87,6","93,1","84,1",,,,"93,1","84,1",9
УЗЕ Бар БЕСС,6.1,✓ OK,"86,5","85,2","89,4","89,2","88,1",,,,"89,4","85,2","4,2"
УЗЕ Бар БЕСС,6.2,✓ OK,"86,5","88,4","85,7","88,7","89,5",,,,"89,5","85,7","3,8"
УЗЕ Бар БЕСС,7.1,✓ OK,"87,2","89,1",90,"87,8","86,6",,,,90,"86,6","3,4"
УЗЕ Бар БЕСС,7.2,✓ OK,"89,6","89,9","89,4","87,7",85,,,,"89,9",85,"4,9"
УЗЕ Бар БЕСС,8.1,✓ OK,"85,1","86,2",87,"89,7","84,7",,,,"89,7","84,7",5
УЗЕ Бар БЕСС,8.2,✓ OK,"87,4","87,8","88,7","88,2","80,9",,,,"88,7","80,9","7,8"
УЗЕ Бар БЕСС,9.1,✓ OK,"81,8","89,1","86,5","88,6","87,2",,,,"89,1","81,8","7,3"
УЗЕ Бар БЕСС,9.2,✓ OK,"87,9",89,"88,7","90,2","86,2",,,,"90,2","86,2",4
УЗЕ Бар БЕСС,10.1,✓ OK,62,62,63,,,,,,63,62,1
УЗЕ Бар БЕСС,10.2,✓ OK,63,62,62,,,,,,63,62,1
УЗЕ Бар БЕСС,11.1,✓ OK,22,23,24,,,,,,24,22,2
УЗЕ Бар БЕСС,11.2,✓ OK,22,22,22,,,,,,22,22,0
УЗЕ Бар БЕСС,12.1,✓ OK,22,22,22,,,,,,22,22,0
УЗЕ Бар БЕСС,12.2,✓ OK,22,22,22,,,,,,22,22,0
УЗЕ Бар БЕСС,13.1,✓ OK,24,22,23,,,,,,24,22,2
УЗЕ Бар БЕСС,13.2,✓ OK,22,22,22,,,,,,22,22,0


УЗЕ Драбівська БЕСС,PCS-1.1,✓ OK,"86,4","89,3","87,6","86,2","86,8",,,,"89,3","86,2","3,1"
УЗЕ Драбівська БЕСС,PCS-1.2,✓ OK,"88,1","91,5","85,8","87,6","87,7",,,,"91,5","85,8","5,7"
УЗЕ Драбівська БЕСС,PCS-2.1,✓ OK,"88,5","87,2",88,"88,9","88,5",,,,"88,9","87,2","1,7"
УЗЕ Драбівська БЕСС,PCS-2.2,✓ OK,"90,3","87,6","89,8",87,"87,4",,,,"90,3",87,"3,3"
УЗЕ Драбівська БЕСС,PCS-3.1,✓ OK,"89,5",91,"85,4",88,"85,3",,,,91,"85,3","5,7"
УЗЕ Драбівська БЕСС,PCS-3.2,✓ OK,"88,8","85,7","86,7",87,"87,7",,,,"88,8","85,7","3,1"


УЗЕ Знаменська БЕСС,PCS-1.1,✓ OK,"87,9","84,1","86,1","87,5","82,6",,,,"87,9","82,6","5,3"
УЗЕ Знаменська БЕСС,PCS-1.2,✓ OK,"84,7","81,3",88,87,"87,6",,,,88,"81,3","6,7"
УЗЕ Знаменська БЕСС,PCS-2.1,✓ OK,"85,8","84,1","87,7","84,1","86,3",,,,"87,7","84,1","3,6"
УЗЕ Знаменська БЕСС,PCS-2.2,✓ OK,"84,4","84,8","82,9","83,7","85,8",,,,"85,8","82,9","2,9"
УЗЕ Знаменська БЕСС,PCS-3.1,✓ OK,"87,3","84,4","83,7","90,4","83,6",,,,"90,4","83,6","6,8"
УЗЕ Знаменська БЕСС,PCS-3.2,✓ OK,"84,6","84,5","83,9","83,4","84,8",,,,"84,8","83,4","1,4"


УЗЕ Зорянська БЕСС,1. УЗЕ-2,✓ OK,100,72,72,,,,,,72,72,0
УЗЕ Зорянська БЕСС,1. УЗЕ-5,✓ OK,87,87,84,89,89,86,,,89,84,5
УЗЕ Зорянська БЕСС,1. УЗЕ-7,✓ OK,99,72,72,,,,,,72,72,0
УЗЕ Зорянська БЕСС,1. УЗЕ-9,✓ OK,99,72,72,,,,,,72,72,0
УЗЕ Зорянська БЕСС,1. УЗЕ-10,✓ OK,99,74,76,,,,,,76,74,2
УЗЕ Зорянська БЕСС,2. УЗЕ-1,✓ OK,100,65,65,,,,,,65,65,0
УЗЕ Зорянська БЕСС,2. УЗЕ-3,✓ OK,100,56,57,,,,,,57,56,1
УЗЕ Зорянська БЕСС,2. УЗЕ-4,✓ OK,100,60,56,,,,,,60,56,4
УЗЕ Зорянська БЕСС,2. УЗЕ-6,✓ OK,100,56,58,,,,,,58,56,2
УЗЕ Зорянська БЕСС,2. УЗЕ-8,✓ OK,100,58,53,,,,,,58,53,5


УЗЕ Новомиргородська БЕСС,PCS-1.1,✓ OK,92,93,93,92,89,92,,,93,89,4
УЗЕ Новомиргородська БЕСС,PCS-2.1,✓ OK,"89,2","81,5","85,2","87,9","87,7",,,,"89,2","81,5","7,7"
УЗЕ Новомиргородська БЕСС,PCS-2.2,✓ OK,"85,5",91,85,"82,6","85,7",,,,91,"82,6","8,4"
УЗЕ Новомиргородська БЕСС,PCS-3.1,✓ OK,"86,4",90,"86,5","83,4","86,8",,,,90,"83,4","6,6"
УЗЕ Новомиргородська БЕСС,PCS-3.2,✓ OK,"86,7","86,4","87,2","87,2","84,8",,,,"87,2","84,8","2,4"


УЗЕ Олександрійська БЕСС,PCS-1.1,✓ OK,"85,7","86,1","86,1","85,7","86,1",,,,"86,1","85,7","0,4"
УЗЕ Олександрійська БЕСС,PCS-1.2,✓ OK,"85,8",85,"84,3","86,9","82,5",,,,"86,9","82,5","4,4"
УЗЕ Олександрійська БЕСС,PCS-2.1,✓ OK,"86,1","84,9","82,1",84,"85,3",,,,"86,1","82,1",4
УЗЕ Олександрійська БЕСС,PCS-2.2,✓ OK,"83,3","86,1","87,2","87,6",84,,,,"87,6","83,3","4,3"
УЗЕ Олександрійська БЕСС,PCS-3.1,✓ OK,"87,8","86,5","85,4","85,5","85,5",,,,"87,8","85,4","2,4"
УЗЕ Олександрійська БЕСС,PCS-3.2,✓ OK,"87,2","84,2","88,6","84,6","85,7",,,,"88,6","84,2","4,4"
УЗЕ Олександрійська БЕСС,PCS-4.1,✓ OK,93,93,93,94,94,93,,,94,93,1


УЗЕ Салгани БЕСС,PCS-1.1,✓ OK,90,90,91,,,,,,91,90,1
УЗЕ Салгани БЕСС,PCS-1.2,✓ OK,91,90,91,,,,,,91,90,1
УЗЕ Салгани БЕСС,PCS-2.1,✓ OK,"82,3","84,6","82,6","87,9","82,3",,,,"87,9","82,3","5,6"
